id_persona	segment	inici_s	final_s	token_baix	probabilitats_baixes	n_tokens_baixos	text_segment_asr	formes_cobertes	clips_coberts	llindar	estat
pa-040	20	60.680	62.560	s | tots	0.2163 | 0.5354	2	jo penso que s'hi passava tots els dies			p < 0.55	pendent d'audició
pa-040	21	62.680	65.200	que | pint	0.3861 | 0.5076	2	i després van fer, jo diria que ell pintava horrible,			p < 0.55	pendent d'audició
pa-040	22	65.320	68.320	del	0.4909	1	no sé si el recordeu, el del 93,			p < 0.55	pendent d'audició
pa-040	23	68.440	70.800	mà | ret | el	0.3558 | 0.3477 | 0.3499	3	amb la mà llibret de la Constitució que el trobava,	de fet	clips/pa-040__de-fet__70.17.wav	p < 0.55	pendent d'audició
pa-040	24	70.920	72.760	el	0.3711	1	i de fet el meu pare el portava sempre sobre,	de fet	clips/pa-040__de-fet__70.17.wav	p < 0.55	pendent d'audició
pa-040	25	72.880	75.000	ell | sempre | bé | pos	0.4501 | 0.5438 | 0.1440 | 0.1800	4	ell sempre el portava bé, sempre el portava bé posat,	de fet	clips/pa-040__de-fet__70.17.wav	p < 0.55	pendent d'audició
pa-040	26	75.120	78.480	hi	0.4177	1	perquè hi creia fermament que era un moment molt important			p < 0.55	pendent d'audició
pa-040	27	78.600	82.800	fer	0.4598	1	per les institucions endorranes, fer aquest pas endavant,			p < 0.55	pendent d'audició
pa-040	29	85.040	87.560	op	0.4577	1	i sabem que hi havia força oposició pública			p < 0.55	pendent d'audició
pa-040	31	89.600	92.280	d	0.2508	1	fins i tot dins del mateix consell General,			p < 0.55	pendent d'audició
pa-040	32	92.400	94.560	els	0.2995	1	hi havia molts recels, però jo penso que al final,			p < 0.55	pendent d'audició
pa-040	35	101.840	104.560	i	0.5093	1	i sempre intentava mirar les coses en positiu.	evidentment	clips/pa-040__evidentment__103.93.wav	p < 0.55	pendent d'audició
pa-040	36	104.680	106.200	aba	0.1720	1	Evidentment hauria sigut un daltabaix,	evidentment	clips/pa-040__evidentment__103.93.wav	p < 0.55	pendent d'audició
pa-040	39	114.040	116.360	i | va	0.2421 | 0.1078	2	i, a més, quan va demanar el vot,	o sigui	clips/pa-040__o-sigui__115.73.wav	p < 0.55	pendent d'audició
pa-040	40	116.480	119.160	o | el | an | conven	0.2484 | 0.3345 | 0.4270 | 0.3263	4	o sigui, el demanava convençut amb molts arguments,	o sigui	clips/pa-040__o-sigui__115.73.wav	p < 0.55	pendent d'audició
pa-040	41	119.280	124.520	de	0.3532	1	i un record, i recordo, de més, també, una anècdota.	o sigui	clips/pa-040__o-sigui__115.73.wav	p < 0.55	pendent d'audició
pa-040	42	124.640	127.600	res	0.4698	1	El meu pare, quan es van fer els quadres de la Constitució,			p < 0.55	pendent d'audició
pa-040	43	127.720	130.120	no | me | el	0.4991 | 0.2631 | 0.4881	3	no sé si el recordeu, me'n recordo, el meu pare diu,			p < 0.55	pendent d'audició
pa-040	44	130.240	132.960	firm	0.4708	1	vull fer aquest quadre, vull que el firmin tots els consellers,			p < 0.55	pendent d'audició
pa-040	47	137.280	140.920	tots | tot | r | he	0.2649 | 0.4419 | 0.4991 | 0.0986	4	I si tots els consellers de totes les parròquies heu fet,			p < 0.55	pendent d'audició
pa-040	48	141.040	143.960	meva | al | un | i	0.5470 | 0.3832 | 0.4037 | 0.2517	4	la meva tieta va pintar al costat unes floretes i unes coses,			p < 0.55	pendent d'audició
pa-040	49	144.080	146.760	hi | to | i | c	0.0355 | 0.3250 | 0.4776 | 0.2965	4	hi havia totes les parròquies al to, i el cíndic general,			p < 0.55	pendent d'audició
pa-040	50	146.880	149.160	raz | sub | Mar	0.3788 | 0.4170 | 0.4885	3	Jordi Ferraz, el subcíndic, Josep Marçal,			p < 0.55	pendent d'audició
pa-040	52	153.920	156.320	amb	0.5123	1	que estan amb aquest quadre tot firmat,			p < 0.55	pendent d'audició
pa-040	53	156.440	159.760	això	0.1628	1	i al final, això sí que és un record per tota la vida			p < 0.55	pendent d'audició
pa-040	55	161.840	164.120	el | par | real	0.4897 | 0.5011 | 0.4615	3	I aquest el sopar de la Constituent era, realment,			p < 0.55	pendent d'audició
pa-040	56	164.240	167.080	no | us	0.4183 | 0.5452	2	un acte que cap conseller no us volia perdre,			p < 0.55	pendent d'audició
pa-040	58	169.280	171.920	que	0.5166	1	amb tots els companys que s'havien passat moments de molta tensió,			p < 0.55	pendent d'audició
pa-040	60	174.560	177.600	i | sequ	0.2064 | 0.3777	2	d'una parròquia diferent i feia un obsequi			p < 0.55	pendent d'audició
pa-040	61	177.720	181.280	un	0.5259	1	a tots els altres consellers, un obsequi.			p < 0.55	pendent d'audició
pa-040	62	181.400	185.400	que | una	0.5215 | 0.4512	2	Jo recordo que li va fer fer un obsequi una vegada a la Fiona Morrison,			p < 0.55	pendent d'audició
pa-040	64	187.080	190.040	Des | d | hav	0.3657 | 0.3211 | 0.5260	3	Després, diferents d'altres consellers havien fet d'altres obsequis,			p < 0.55	pendent d'audició
pa-040	65	190.160	191.920	guard | à	0.3906 | 0.3807	2	guardàvem molt bon record,			p < 0.55	pendent d'audició
pa-040	67	194.160	197.760	compan	0.4872	1	poder-se retrobar amb els antics companys del conseller general,			p < 0.55	pendent d'audició
pa-040	69	199.680	204.160	perquè | compart | i	0.1279 | 0.3267 | 0.4097	3	perquè compartia vivències i parlava de la política actual,			p < 0.55	pendent d'audició
pa-040	70	204.280	208.040	de	0.3208	1	però sempre acabaven amb les anècdotes de l'època de...			p < 0.55	pendent d'audició
pa-040	71	208.160	210.680	aten | rov	0.4276 | 0.4960	2	o de l'atenció prèvia a l'aprovació.	doncs	clips/pa-040__doncs__210.05.wav	p < 0.55	pendent d'audició
pa-040	72	210.800	214.240	hi | es | t | a | í | g	0.4074 | 0.4009 | 0.1658 | 0.3202 | 0.3003 | 0.2818	6	Doncs l'atenció prèvia que hi va haver es van tindre a fer molts passígios.	doncs	clips/pa-040__doncs__210.05.wav	p < 0.55	pendent d'audició
pa-040	73	214.360	217.120	I	0.4190	1	I l'època de la Constitució va ser, diguéssim,	doncs	clips/pa-040__doncs__210.05.wav	p < 0.55	pendent d'audició
pa-040	75	221.760	225.200	El | diu | ja	0.5250 | 0.2073 | 0.3073	3	El 97 després ja va ser, diu, ja no és el mateix,			p < 0.55	pendent d'audició
pa-040	76	225.320	228.680	del | diu | això	0.1440 | 0.4901 | 0.3064	3	i l'època del que van fer durant la Constitució diu això,			p < 0.55	pendent d'audició
pa-040	77	228.800	231.840	que | ats | d | ha | en	0.1678 | 0.4416 | 0.5483 | 0.1048 | 0.4450	5	que són uns privilegats d'haver pogut estar en d'hora			p < 0.55	pendent d'audició
pa-040	78	231.960	233.960	hem	0.4316	1	i que hem pogut arribar a aquest punt,			p < 0.55	pendent d'audició
pa-040	80	236.520	239.520	però	0.5216	1	sí que hi va haver moltes èpoques d'atenció, però...			p < 0.55	pendent d'audició
pa-040	81	239.640	241.520	I	0.3074	1	I mai podria tornar a ressentir			p < 0.55	pendent d'audició
pa-040	82	241.640	245.120	a | seu | V	0.2649 | 0.3689 | 0.3722	3	el que es va ressentir en aquella època a la seu de casa de la Valle.			p < 0.55	pendent d'audició
pa-041	1	0.000	10.000	El | i | clar | end	0.4742 | 0.2926 | 0.4994 | 0.4749	4	El principi es va començar amb 38 alumnes i, clar, amb els 5 o 6 anys que jo vaig col·laborar amb l'escola endurrana,	clar	clips/pa-041__clar__0.00.wav	p < 0.55	pendent d'audició
pa-041	2	10.000	17.000	ser	0.5342	1	va anar creixent, però no potser d'una manera important, poquet a poquet.	clar	clips/pa-041__clar__0.00.wav	p < 0.55	pendent d'audició
pa-041	4	23.000	29.000	amb | an	0.4732 | 0.2226	2	Jo diria que al principi, poc a poc, tot i que, si d'any amb any, es anava progressant bastant.			p < 0.55	pendent d'audició
pa-041	6	35.000	43.000	que | a | el | in | ien	0.4435 | 0.5474 | 0.4733 | 0.1406 | 0.2242	5	I aquest va ser un dels problemes principals, que no hi havia edifici per a el que era l'escola endurrana incipien en aquell moment.			p < 0.55	pendent d'audició
pa-041	8	46.000	57.000	tem | bar | pot | agrad | e	0.1305 | 0.2709 | 0.4735 | 0.5391 | 0.3326	5	Es va optar per temes de barracons, però potser no era el que ens agradava més la gent que participava directe o indirectament de l'escola endurrana.	crec	clips/pa-041__crec__56.25.wav	p < 0.55	pendent d'audició
pa-041	10	62.000	70.000	de	0.4526	1	Jo crec que es deuen els pares la divulgació i la necessitat de tenir un ensenyament propi,	crec;perquè	clips/pa-041__crec__56.25.wav;clips/pa-041__perqu__69.25.wav	p < 0.55	pendent d'audició
pa-041	11	70.000	76.000	perquè	0.5137	1	i, per tant, parlaven amb altres pares perquè portessin els fills a l'escola endurrana.	perquè	clips/pa-041__perqu__69.25.wav	p < 0.55	pendent d'audició
pa-041	13	78.000	87.000	ja | l	0.4385 | 0.3817	2	Els primers anys de l'escola endurrana, i concretament ja des de la creació de l'escola endurrana,			p < 0.55	pendent d'audició
pa-041	16	103.000	106.000	per	0.5112	1	per tirar endavant l'escola, un ensenyament propi del país.	tirar endavant	clips/pa-041__tirar-endavant__102.25.wav	p < 0.55	pendent d'audició
pa-041	19	115.000	120.000	d | està	0.2118 | 0.3803	2	els pares, la conselleria d'educació, les persones que estàvem a la conselleria,	llavors	clips/pa-041__llavors__108.25.wav	p < 0.55	pendent d'audició
pa-041	20	120.000	128.000	en	0.5095	1	les persones de la cuina, tot el personal implicat més directament o indirectament en l'escola,			p < 0.55	pendent d'audició
pa-041	22	131.000	137.000	B | d	0.3790 | 0.1405	2	Bé, jo crec que hi havia d'haver persones més receptives	bé	clips/pa-041__b__130.25.wav	p < 0.55	pendent d'audició
pa-041	24	142.000	147.000	un	0.5477	1	un ensenyament espanyol de qualitat, unes escoles congregacionals de qualitat,			p < 0.55	pendent d'audició
pa-041	25	147.000	151.000	per	0.0715	1	per tant, potser s'entenia que no era necessari.			p < 0.55	pendent d'audició
pa-041	27	156.000	163.000	el | en | at	0.3240 | 0.5422 | 0.5121	3	una escola, el ensenyament en català fonamentat amb la llengua catalana, la llengua del país,			p < 0.55	pendent d'audició
pa-041	28	163.000	166.000	ika	0.3595	1	i, a més a més, l'Aika, que no...	bueno	clips/pa-041__bueno__165.25.wav	p < 0.55	pendent d'audició
pa-041	29	166.000	173.000	i | que | bueno | peculiar | ran	0.3421 | 0.4583 | 0.2391 | 0.5285 | 0.4948	5	i que, bueno, que tingués més en compte les peculiaritats endurranes.	bueno	clips/pa-041__bueno__165.25.wav	p < 0.55	pendent d'audició
pa-041	30	173.000	180.000	Aqu | és | part | la	0.0525 | 0.0314 | 0.0533 | 0.4832	4	Aquesta és la part econòmica, perquè, clar, els mitjans eren molt limitats la conselleria d'educació	bueno	clips/pa-041__bueno__165.25.wav	p < 0.55	pendent d'audició
pa-041	33	197.000	201.000	amb	0.4742	1	Jo diria la part econòmica, perquè, clar, amb la part econòmica	a veure	clips/pa-041__a-veure__200.25.wav	p < 0.55	pendent d'audició
pa-041	34	201.000	205.000	material | a	0.3574 | 0.3393	2	material pedagògic no... a veure, era molt limitat.	a veure	clips/pa-041__a-veure__200.25.wav	p < 0.55	pendent d'audició
pa-041	35	205.000	210.000	treball | de | embar	0.4358 | 0.5137 | 0.4545	3	I, per tant, fer treball de més embargadura suposava més despesa.	a veure;doncs	clips/pa-041__a-veure__200.25.wav;clips/pa-041__doncs__209.25.wav	p < 0.55	pendent d'audició
pa-041	37	217.000	224.000	les | els	0.3221 | 0.5314	2	no gaire grans, doncs, si tenia continuïtat, les estaven edificis, els edificis valen diners.	doncs	clips/pa-041__doncs__209.25.wav	p < 0.55	pendent d'audició
pa-041	38	224.000	227.000	esc | bueno | que | això	0.5119 | 0.4426 | 0.5239 | 0.5306	4	Per tant, esclar, bueno, que això era important.			p < 0.55	pendent d'audició
pa-041	39	227.000	230.000	P | aquí | era	0.3761 | 0.5378 | 0.4651	3	Potser afegiria, jo aquí, afegiria que era d'una banda.			p < 0.55	pendent d'audició
pa-041	40	230.000	232.000	Aqu	0.2039	1	Aquesta part econòmica.			p < 0.55	pendent d'audició
pa-041	43	242.000	248.000	l | à	0.2488 | 0.3990	2	basat en el català i l'aprenentatge del castellà del francès, en una mateixa aula, si vols,			p < 0.55	pendent d'audició
pa-041	45	254.000	260.000	de | per | o	0.2875 | 0.2341 | 0.4687	3	"com a contradictòria, de dir ""però si ja tenim l'escola espanyola o ja tenim l'escola francesa"", saps?"	és a dir	clips/pa-041__s-a-dir__259.25.wav	p < 0.55	pendent d'audició
pa-041	46	260.000	265.000	també	0.5152	1	És a dir, que el plantejament lingüístic va ser, potser també, un element,	vull dir;és a dir	clips/pa-041__s-a-dir__259.25.wav;clips/pa-041__vull-dir__264.25.wav	p < 0.55	pendent d'audició
pa-041	48	271.000	278.000	rans | jo | dic | amb	0.2901 | 0.4116 | 0.5251 | 0.5358	4	Molt pocs endurrans, era, bàsicament, potser, a veure, jo ara ho dic amb sense dades,	vull dir	clips/pa-041__vull-dir__264.25.wav	p < 0.55	pendent d'audició
pa-041	49	278.000	285.000	jo | èn	0.5477 | 0.4604	2	perquè clar, fa molts anys, però majoritàriament jo crec que eren d'origenes de residències espanyols			p < 0.55	pendent d'audició
pa-041	51	293.000	298.000	t | aquesta	0.2684 | 0.4962	2	"l'incertesa, al principi, de dir ""tindrà continuïtat o no tindrà continuïtat aquesta escola"","			p < 0.55	pendent d'audició
pa-041	52	298.000	304.000	als	0.4803	1	per als elements que hem dit anteriorment, per tant, esclar, i a més a més,			p < 0.55	pendent d'audició
pa-041	54	312.000	316.000	amb	0.4877	1	que hi hagi uns alumnes, no n'hi ha prou amb tot això, amb un ensenyament, per crear un ensenyament,			p < 0.55	pendent d'audició
pa-041	55	316.000	323.000	el	0.4317	1	es necessiten uns plans d'estudi, es necessiten una llei que el protegeixi, per tant, tot això no hi era.			p < 0.55	pendent d'audició
pa-041	56	323.000	328.000	que	0.3326	1	És a dir, que hi havia aquesta incertesa, també, que aquesta incertesa estava,			p < 0.55	pendent d'audició
pa-041	61	354.000	360.000	és	0.4460	1	amb les persones que hi treballàvem, evidentment, per dir, és que això no és una cosa per ara,	evidentment	clips/pa-041__evidentment__353.25.wav	p < 0.55	pendent d'audició
pa-041	62	360.000	365.000	ada | a	0.2688 | 0.5481	2	és una cosa que ha de tenir la seva continuada, no ens podem equivocar a l'hora de treballar amb un pla d'estudis,	evidentment	clips/pa-041__evidentment__353.25.wav	p < 0.55	pendent d'audició
pa-041	63	365.000	373.000	hi | que | la	0.4355 | 0.3013 | 0.5386	3	perquè hi havia més la salut intelectual d'uns infants que es faran grans i que han d'anar a la universitat,			p < 0.55	pendent d'audició
pa-041	65	380.000	384.000	v | de	0.2480 | 0.4834	2	no hi poden haver vuit de coneixements.			p < 0.55	pendent d'audició
pa-041	66	384.000	393.000	est | a | Conse | Ent | Minister	0.5012 | 0.4012 | 0.4903 | 0.3608 | 0.1558	5	Pares, ensenyants, persones que estaven a la Conselleria d'Educació Entenguis Ministeri de l'època,			p < 0.55	pendent d'audició
pa-041	67	393.000	399.000	ho | div | in	0.0814 | 0.2232 | 0.4015	3	i els polítics més afectats, ho divinàvem a l'una per tirar endavant això.			p < 0.55	pendent d'audició
pa-041	68	399.000	405.000	a | R | ving	0.2679 | 0.3760 | 0.1736	3	Potser tampoc voldria destacar a ningú en particular, excepte la Lídia Rvingol,			p < 0.55	pendent d'audició
pa-041	71	417.000	423.000	s	0.2221	1	Jo diria que això va sorgir de manera totalment natural,			p < 0.55	pendent d'audició
pa-041	72	423.000	427.000	feedback	0.1531	1	és que hi havia molt de feedback entre els uns i els altres, entens?			p < 0.55	pendent d'audició
pa-041	73	427.000	431.000	en	0.3995	1	Abans en parlàvem amb aquella altra senyora.			p < 0.55	pendent d'audició
pa-041	75	436.000	439.000	V | inga | se | parl | à	0.1563 | 0.3445 | 0.4543 | 0.5276 | 0.3537	5	Vinga, se n'anaven a la Conselleria d'Educació, parlàvem amb la Lídia,			p < 0.55	pendent d'audició
pa-041	76	439.000	444.000	er | olt	0.4370 | 0.4041	2	parlàvem amb la Roser o el que sigui, per mirar de resoltre allò.			p < 0.55	pendent d'audició
pa-041	77	444.000	447.000	immedi | problema	0.4418 | 0.1423	2	De manera que immediatament aquell problema, aquell petit problema que hi podia haver,			p < 0.55	pendent d'audició
pa-041	79	449.000	454.000	esc | havia	0.4681 | 0.4237	2	Però esclar, a vegades un petit problema havia de ser important, entens?			p < 0.55	pendent d'audició
pa-041	80	454.000	462.000	bueno | ind	0.3845 | 0.5190	2	Però bueno, o l'indrevés, qualsevol dia podia ser motiu per anar a visitar l'escola			p < 0.55	pendent d'audició
pa-041	81	462.000	467.000	maternal | end	0.5344 | 0.3753	2	o la maternal endurana per veure com estaven els alumnes.			p < 0.55	pendent d'audició
pa-041	82	467.000	473.000	quedar | record | de	0.4666 | 0.4633 | 0.4525	3	I fins i tot diré que anar a la cuina i quedar-nos a dir que recordo una cuina excel·lent de l'escola endurana.			p < 0.55	pendent d'audició
pa-041	83	473.000	478.000	amen	0.4074	1	Una cuina excel·lent, és que encara recordo les amenides que es feien a l'escola endurana,			p < 0.55	pendent d'audició
pa-041	84	478.000	485.000	amb | ous | opinions	0.5224 | 0.3812 | 0.3625	3	que cap casa d'endorra, estic segura que no les fèiem encara amb els anous, opinions o el que sigui,			p < 0.55	pendent d'audició
pa-041	85	485.000	492.000	a | d | i | ap | u | amen	0.5066 | 0.4961 | 0.3124 | 0.5307 | 0.5487 | 0.4472	6	a més a més, d'Albert, per distreure la vista dels infants i perquè aprenguessin a menjar amenides.			p < 0.55	pendent d'audició
pa-041	86	492.000	497.000	I | o | Oh	0.5154 | 0.4377 | 0.3609	3	I el flam, oi, el flam? Oh, boníssim!			p < 0.55	pendent d'audició
pa-041	87	497.000	502.000	el	0.5430	1	No t'ho podré respondre, això, perquè justament el fet de...			p < 0.55	pendent d'audició
pa-041	88	502.000	512.000	A | em	0.3362 | 0.4942	2	A veure, jo, per la meva part, et puc dir que vaig treballar molt, i no em penso que no exigero,			p < 0.55	pendent d'audició
pa-041	89	512.000	519.000	es	0.5490	1	crec que vaig treballar molt perquè al principi, quan la maternal endurana ja es havia creat,			p < 0.55	pendent d'audició
pa-041	91	524.000	531.000	que | de	0.4412 | 0.4517	2	I aquest material pedagògic que tingués continuïtat també de cara a tota la primera ensenyança,	ensenyança	clips/pa-041__ensenyan-a__523.25.wav	p < 0.55	pendent d'audició
pa-041	92	531.000	537.000	si | amb | que	0.0299 | 0.3660 | 0.2910	3	si podíem preveure una mica o teníem fer amb que aquesta escola continués, en primària,	ensenyança	clips/pa-041__ensenyan-a__523.25.wav	p < 0.55	pendent d'audició
pa-041	93	537.000	541.000	se | un | un	0.3416 | 0.2481 | 0.5073	3	se necessita un material, el que t'he dit abans, un pla d'estudis, una cosa més estructurada.			p < 0.55	pendent d'audició
pa-041	96	550.000	554.000	la	0.3956	1	i improvisar bé amb què farem avui, o parlem de la tardor i de la primera vegada les estacions.			p < 0.55	pendent d'audició
pa-041	97	554.000	561.000	A | algo	0.4083 | 0.4722	2	A veure, algo més. Per tant, aquesta va ser per mi, més que la preocupació del tema polític			p < 0.55	pendent d'audició
pa-041	98	561.000	568.000	s | à | part | era | es	0.4027 | 0.4228 | 0.3826 | 0.4616 | 0.5000	5	que hi havia en altres persones que s'encarregàvem, en la part meva era l'especte pedagògic,			p < 0.55	pendent d'audició
pa-041	100	573.000	585.000	Ll | hav | el | t	0.2436 | 0.4423 | 0.5360 | 0.4450	4	Llavors, treballant amb el pla d'estudis, a veure, veies que havíem el que t'he dit abans,			p < 0.55	pendent d'audició
pa-041	101	585.000	591.000	hi | bu	0.5187 | 0.5351	2	aquesta responsabilitat important perquè no hi haguessin buits en els coneixements d'aquests alumnes.			p < 0.55	pendent d'audició
pa-041	104	603.000	610.000	tro	0.3401	1	però sí que tinc una sèrie de preguntes que jo em faig, que sí que m'agradaria trobar-les.			p < 0.55	pendent d'audició
pa-041	105	610.000	617.000	meva | i	0.3528 | 0.4072	2	De tots aquests alumnes que han passat per aquí, quants han arribat a la meva universitat i quines carreres han fet?			p < 0.55	pendent d'audició
pa-041	107	624.000	634.000	v | de	0.4699 | 0.2191	2	Quins alumnes, quin nivell, vaja, d'aquests alumnes tenen de les diferents llengües de prenentatge de l'escola?			p < 0.55	pendent d'audició
pa-041	108	634.000	640.000	fr | el	0.5372 | 0.4030	2	És inferior o superior? El de l'escola francesa, el de l'escola espanyola o és similar?			p < 0.55	pendent d'audició
pa-041	111	654.000	658.000	l	0.4254	1	i també l'acompanyat de la formació dels mestres, etcètera.			p < 0.55	pendent d'audició
pa-041	115	679.000	685.000	amb | de | pa | l | qu	0.4126 | 0.2751 | 0.3646 | 0.1824 | 0.4137	5	"i més ara amb aquesta situació econòmica que es viu en general de dir ""cospa l'alumne"", quines?"			p < 0.55	pendent d'audició
pa-041	116	685.000	690.000	red | en	0.3344 | 0.4473	2	Però clar, no tot es redueix en això, però sí que és important.			p < 0.55	pendent d'audició
pa-042	1	0.000	4.880	El | com | conven	0.2367 | 0.5341 | 0.1810	3	El moment que he entrat, com estava molt convençut			p < 0.55	pendent d'audició
pa-042	2	4.960	7.800	leg	0.5030	1	que anava a la col·legi amb els nens,			p < 0.55	pendent d'audició
pa-042	4	10.120	13.080	ha | dels	0.3889 | 0.5072	2	ha sigut dels primers nens portugueses a entrar a la col·legi,			p < 0.55	pendent d'audició
pa-042	6	18.000	20.000	ni	0.4760	1	No he sentit por ni res.			p < 0.55	pendent d'audició
pa-042	7	20.080	27.720	i	0.5129	1	A més, a més, he trobat un equip que m'ha donat carinyo i tot això,			p < 0.55	pendent d'audició
pa-042	14	44.680	47.280	les	0.3274	1	i després les vacances amb els nens.			p < 0.55	pendent d'audició
pa-042	16	50.280	56.400	una | la	0.4185 | 0.4195	2	És una cosa que encara avui me'n recordo la comunicació.			p < 0.55	pendent d'audició
pa-042	18	61.120	65.080	de | para | de	0.4322 | 0.4161 | 0.2827	3	"Quan no deia una paraula ben dita, ells deien ""no, això, no""."			p < 0.55	pendent d'audició
pa-042	19	65.160	68.800	es | bon	0.3651 | 0.4799	2	Això es diu així, i tinc un record molt bon.			p < 0.55	pendent d'audició
pa-042	21	74.400	76.880	T	0.5274	1	Tinc fills, fills i filles, no?			p < 0.55	pendent d'audició
pa-042	22	76.960	80.960	ven | i	0.3830 | 0.4680	2	I quan veig que venen a apuntar els nens i venen a saludar-me,			p < 0.55	pendent d'audició
pa-042	24	84.720	88.240	Hi | Era	0.5419 | 0.4957	2	Hi havia molta comunicació. Era una mena d'una família,			p < 0.55	pendent d'audició
pa-042	25	88.320	90.840	però	0.5363	1	una família gran, però una família.			p < 0.55	pendent d'audició
pa-042	26	90.920	94.240	compt	0.2339	1	Tothom parlava, comptava les seves coses,			p < 0.55	pendent d'audició
pa-042	27	94.320	96.520	un	0.1533	1	venia, feia un cafè...			p < 0.55	pendent d'audició
pa-042	29	99.400	102.640	va | cres	0.4651 | 0.4222	2	Després va crescent,	clar	clips/pa-042__clar__101.97.wav	p < 0.55	pendent d'audició
pa-042	30	102.720	105.880	clar | pots	0.1933 | 0.4502	2	i clar, ja no pots fer el mateix que feies abans,	clar	clips/pa-042__clar__101.97.wav	p < 0.55	pendent d'audició
pa-042	31	105.960	110.080	ja | ha	0.5017 | 0.5471	2	ja hi ha més distanciament, ha entrat molta gent nova,	clar	clips/pa-042__clar__101.97.wav	p < 0.55	pendent d'audició
pa-042	33	114.400	119.760	en | a	0.3358 | 0.4334	2	No, ha crescut molt, en relació amb la manera de treballar a la cuina,			p < 0.55	pendent d'audició
pa-042	37	129.320	131.840	I	0.3642	1	I ara no, ara ja comencen la...			p < 0.55	pendent d'audició
pa-042	38	131.920	135.120	l	0.2727	1	Hi ha molta maquinària, abans no l'havia maquinària,			p < 0.55	pendent d'audició
pa-042	40	139.320	144.360	Mira | està | als | a | les	0.4273 | 0.1947 | 0.4068 | 0.3425 | 0.3765	5	Mira, una vegada estàvem als barracons, allà a les caldes,			p < 0.55	pendent d'audició
pa-042	41	144.440	147.600	carn | o | què | sigui	0.5235 | 0.4214 | 0.3184 | 0.4944	4	i era una festa, no sé si era per carnival o què sigui,			p < 0.55	pendent d'audició
pa-042	42	147.680	149.960	vam | a	0.5349 | 0.3772	2	i vam entrar a anar-te a robar.			p < 0.55	pendent d'audició
pa-042	43	150.040	152.480	fu	0.2940	1	I teníem fuets, que tallàvem tota la mà,			p < 0.55	pendent d'audició
pa-042	44	152.560	155.720	ten | cl | ad | ha	0.4122 | 0.5171 | 0.4217 | 0.4240	4	i teníem fuets i els cladres, que no ha fet res.			p < 0.55	pendent d'audició
pa-042	45	155.800	158.080	ser | g | ats	0.2698 | 0.2740 | 0.5486	3	Només vam ser gats tots, tots els fuets,			p < 0.55	pendent d'audició
pa-042	46	158.160	160.280	les | partir | tota	0.1442 | 0.3159 | 0.2260	3	i les vam partir per tota la cuina.			p < 0.55	pendent d'audició
pa-042	47	160.360	162.920	hav | di | què	0.1383 | 0.2427 | 0.3920	3	I quan havíem arribat, dius, què ha passat aquí?			p < 0.55	pendent d'audició
pa-042	49	166.280	170.880	li	0.3122	1	Sí, com li he dit abans, jo tinc nens,			p < 0.55	pendent d'audició
pa-042	51	173.840	175.760	Nor | s | han	0.4558 | 0.2999 | 0.3802	3	a l'escala Norrana, que s'han calçat,			p < 0.55	pendent d'audició
pa-042	52	175.840	177.760	els | han	0.4618 | 0.5188	2	i els altres han fet parelles.			p < 0.55	pendent d'audició
pa-042	53	177.840	180.520	so	0.5398	1	I, sí, els veig sovint pel carrer.			p < 0.55	pendent d'audició
pa-042	54	180.600	184.200	Par | Ind | el | per	0.4433 | 0.1034 | 0.3846 | 0.5089	4	Mira, abans d'ahir he trobat dos al Parc Indelíper,			p < 0.55	pendent d'audició
pa-042	55	184.280	187.640	di | oh | sí | el	0.4274 | 0.1292 | 0.1112 | 0.2124	4	uns ja no el coneixia, i dius, oh, sí, el que fas per aquí?			p < 0.55	pendent d'audició
pa-042	56	187.720	191.080	Clar | després | vas	0.5365 | 0.2926 | 0.4174	3	Clar, dius, després me vas recordar, i sí, sí.			p < 0.55	pendent d'audició
pa-042	57	191.160	194.440	sempre | ve | im | els	0.3898 | 0.2541 | 0.5314 | 0.5241	4	Sí, sí, sempre veim pel carrer els primers nens,			p < 0.55	pendent d'audició
pa-042	59	196.520	198.280	a	0.5319	1	Clar, ara a l'escola s'ha fet molt gran,			p < 0.55	pendent d'audició
pa-042	63	205.880	208.560	a	0.5251	1	perquè abans els petits no dinaven a les pistes,			p < 0.55	pendent d'audició
pa-042	65	211.680	214.560	clar | les	0.5139 | 0.5280	2	I clar, nosaltres, les cuiners, ja teníem tot preparat,			p < 0.55	pendent d'audició
pa-042	67	217.040	220.120	ajud	0.4628	1	ajudàvem a tots a despullar els nens, a vestir la muda.			p < 0.55	pendent d'audició
pa-042	69	223.200	226.640	un	0.5088	1	Mira, me'n recordo un any que...			p < 0.55	pendent d'audició
pa-042	70	226.720	230.160	vam | Van	0.4776 | 0.1825	2	que vam celebrar, no sé quants anys, del Van Gogh,			p < 0.55	pendent d'audició
pa-042	72	232.880	235.280	amb | bl | at	0.4461 | 0.2459 | 0.2642	3	que era amb blat de moro,			p < 0.55	pendent d'audició
pa-042	73	235.360	241.800	el | mart | di	0.3326 | 0.3751 | 0.3693	3	el mart de la foto era botifarres, dius,			p < 0.55	pendent d'audició
pa-042	74	241.880	245.280	pod | el	0.1891 | 0.4033	2	després podíem el blat, hem fet coses molt boniques.			p < 0.55	pendent d'audició
pa-042	75	245.360	248.320	ab	0.1841	1	Allà abans feíem la festa de la primavera, també.			p < 0.55	pendent d'audició
