id_persona	forma	interval_escolta	clip	sha256	coincidencia_small	coincidencia_base	consens_textual	text_small	text_base
pa-057	clar	357.57-364.07	clips/pa-057__clar__357.57.wav	6ae3c85ca2e9e8ba771756a9e36130f54f57aecdacb0fedb71b15c36eedd4794	no	no	no	en aquells moments hi va haver un compromís de 100% territorial.	la que el moment hi va haver un compromís de 100% territorià.
pa-058	clar	112.81-117.27	clips/pa-058__clar__112.81.wav	e688a5e98c4bb4ec62c22ccffb0a751623f330ae0f89fc3b1b1341412d16ca65	no	no	no	no és el que ha de fer, no és el que ha de fer.	Que passarà bé, de què els delegats permanents?
pa-059	clar	36.61-42.23	clips/pa-059__clar__36.61.wav	64525ab92616f6fedb386d04f9fc635597e6aa9ae86b52c7e2994a02ffa36894	sí	sí	sí	és on els primers.  Nosaltres teníem clar que havíem de fer el pas.	Els altres teníem clar que havíem de fer el pas.
pa-061	clar	376.69-382.19	clips/pa-061__clar__376.69.wav	b8310f5fa973661200f86d40c9dd13717e371c61df44a697ddd7cd478edf79e1	no	no	no	-És el seu. -Exacte.	Però per què eren el seu president?
pa-062	clar	202.37-208.31	clips/pa-062__clar__202.37.wav	ee81b5bb8f1272811fb20594bc9aaf0fccbefbbbffc9579e180da74578a80176	no	sí	no	i això ho he pogut trametre dins el meu petit negoci.	I clar, això ho he pogut tremetre a dins del meu petit,  d'aigua, sí, que també...
pa-063	clar	392.49-397.11	clips/pa-063__clar__392.49.wav	8b373cc8ddf4b0a5c766b5bd06c838cba3311bcb82fd2f0173710cd466cda425	sí	sí	sí	Però clar, aquest és un primer basc i després donar tot el món.	Però clar, aquest és un primer basque, després de donar el telomó.
pa-064	clar	109.97-115.87	clips/pa-064__clar__109.97.wav	5c316125378b8dc2b6e27928d84fd351ab4690a2ea9a110d01a137fc97f73fca	sí	sí	sí	I clar, vostè, amb 97 anys, té molts records,	I clar, vostè en 97 anys té molts records, molts anys.
pa-065	clar	221.29-226.15	clips/pa-065__clar__221.29.wav	547318df114e2471986fb9928eb93f947d264d0a16c6ebc99e598df803658079	sí	sí	sí	És a dir, jo tinc clar que l'Evangeli és on tinc el macar.	Jo tinc clar que l'Evangeli és un tinc el macà.
pa-001	vull dir	621.37-625.39	clips/pa-001__vull-dir__621.37.wav	1a89257225e607d2e9f9d2050fa15d77c3ce907fda823afb1b2748a5a89ef7cb	no	no	no	Els consuls van col·laborar també, però tampoc ho han fet.	I no ho sé, però no s'han de dir que t'has de dir que no hi hagi res.
pa-002	vull dir	172.25-176.75	clips/pa-002__vull-dir__172.25.wav	38073b4edd0f703bf0d91b25b1a14c4d3546f6025131a46905108253144c922f	no	sí	no	no sé si és un tutorial tampoc autoritària.	i no sóc un detallor i altem poc, tu, i tària, vull dir.
pa-004	vull dir	143.45-150.59	clips/pa-004__vull-dir__143.45.wav	4758815736e4bf86fdc22a71ef46374a38f497db04efd5bf7e575fb0560c700c	sí	sí	sí	d'en Valirà, vull dir que eren llocs molt elevats, i també es podia conregar.	d'en Valida, vull dir que era doncs llocs molt... molt elevats i també es podia conreure.
pa-014	vull dir	19.65-30.15	clips/pa-014__vull-dir__19.65.wav	11eff0bed809d8e02c39d39b28aacde2e337876d239f35009778a26ab743df21	sí	sí	sí	el passat.  Així es començo jo sempre,  vull dir, com a voluntari divulgador del patrimoni  que tenim al nostre país.	El passat.  Aixís comenció sempre, vull dir com voluntari divulgador del patrimoni que tenim  el nostre país.
pa-016	vull dir	322.53-327.83	clips/pa-016__vull-dir__322.53.wav	c4956e68050d50a1c8ccda03dc69a1624bd7b1cce8b4aceadb19e6ada55a7f9a	sí	no	no	d'esqueles que van fer, les van passar, vull dir, que va ser així.	de financers de les que van fer les van passar que va ser així però la nostra
pa-017	vull dir	272.25-279.75	clips/pa-017__vull-dir__272.25.wav	4725f6236da3147eea4fa81615c2564e9cffc55f282315babb393c99ed4ad23f	sí	sí	sí	Vull dir, nosaltres entraiem en una proporcional nacional.	Vull dir que nosaltres ja entraiem a una proporcional nacional.
pa-020	vull dir	165.45-170.99	clips/pa-020__vull-dir__165.45.wav	d001be41b780a6f16ff777ecc40b678707a0e9852080752668c2f12d3c913190	no	no	no	Us agrua una mica després, companys que el conso o el segon conso,  sobretot...	Però no és una cosa que no és una cosa que no és una cosa que no.
pa-021	vull dir	314.29-323.11	clips/pa-021__vull-dir__314.29.wav	e6426f1d9f78724e1b7290e1fbacc05e4e093a28a4dd39e938500813ceb21c16	sí	sí	sí	i nosaltres, malgrat que no vull dir que no volguéssim de cap manera.	I nosaltres, malgrat que no vull dir de que no vulguessim de cap manera, no?
pa-022	vull dir	308.17-312.27	clips/pa-022__vull-dir__308.17.wav	ba77b7c4c4f128bc932202089348b07770809c746337ef1336c26a45fdde2c37	sí	no	no	i també vull dir que van treballar les lleis que està en...	Evidentament, viatament, n'hi ha que van treballar les lleis que estan.
pa-023	vull dir	22.05-26.43	clips/pa-023__vull-dir__22.05.wav	23f067ed9b94b892b4ad3ef4997d4eccd7ab8e2a0fd1a33d60c46d94cc1302aa	sí	no	no	Vull dir, els que fèiem part de la Junta Constitucional,	que fa en part de la Junta Constitucional.
pa-025	vull dir	643.73-649.59	clips/pa-025__vull-dir__643.73.wav	d89ac60effac713bc4f8b8a94184170d33056eaf9707f3290b885d922f4ed0a9	no	no	no	La realitat podria discutir  si vam fer una cosa o una altra, però tenim les actes.	I si vam fer una cosa d'una altra, però tenim les xarxes.
pa-026	vull dir	311.77-316.07	clips/pa-026__vull-dir__311.77.wav	9a3419391132ce6ea9b8378361a2f365bc0b741f098b91e18363c65c8916a42d	sí	no	no	que està adonant, vull dir, que vol ser un bon cap de govern.	Tadu-ne, per si un bon cap de còmode.
pa-027	vull dir	254.25-260.87	clips/pa-027__vull-dir__254.25.wav	a437e3e323e4760aa243981bebd81f1b14e993243fa82108b5c343fc363f01fb	no	no	no	però jo crec que el mèrit d'aquella comissió	Per tant, si no hi hauràs d'alguna de les eleccions,  però no hi hauràs d'alguna de les eleccions d'alguna de les eleccions.
pa-030	vull dir	842.69-848.23	clips/pa-030__vull-dir__842.69.wav	e8f71c838cc57af6bbb4d19b07f09f072436f569a2fdeec8945b755e4a243dd8	sí	sí	sí	Bé, vull dir també, perquè cal recordar-ho.	Bé, vull dir també perquè cal recordar-ho.
pa-031	vull dir	207.77-212.75	clips/pa-031__vull-dir__207.77.wav	766570d12e4b95bedbb21736a7c1510052f7b60350460bb1b14fb071af67890a	no	no	no	No ho sé, és que no és el meu cas.  No ho sé, és el meu cas.	No he deixat això, sí que m'han donat compte, però...
pa-032	vull dir	389.29-393.79	clips/pa-032__vull-dir__389.29.wav	bd0b39fa835b8abc3f65c0415a9f6efa80aa92fdcc55794305d2f3f856a5ea48	sí	no	no	i amb l'altre igual.  Sabeu què vull dir?  No és allò que m'he tingut un de dir ara aquest?	No és el que n'he tingut un dia a aquest moment.
pa-033	vull dir	56.25-62.63	clips/pa-033__vull-dir__56.25.wav	3176514bdf255ed02125bedfc4a31fe3291dd609a2001906b56ec4eae05ca3df	sí	no	no	perquè, clar, vull dir, tothom veia les exigències que tenien al sol.	"que el clar va dir ""tot amb ell i em va dir les exigències que tenia en el seu""."
pa-034	vull dir	58.29-61.51	clips/pa-034__vull-dir__58.29.wav	880c6fe29bcf68da7836beca3b462ba1348bd847b4cff593d15893d094ab548c	no	sí	no	s'ha perdut, està bebuda de goma-goma.	S'ho és perdut, està bé, vull dir de goma goma, no em gent.
pa-036	vull dir	632.25-637.75	clips/pa-036__vull-dir__632.25.wav	8139e8062997e5deb456bf3cd5d6fa58fb604deffd9eca3b80626ec8395a9044	sí	no	no	Vull dir que era el nou reglament, el nou sistema.  Veius les dues coses, penso que la Constitució...	"""No ho sé, no ho sé, ho sé""."
pa-037	vull dir	414.01-426.11	clips/pa-037__vull-dir__414.01.wav	b9ea0bd74bb90c22f5348d705633f79a3d7e343c571b9264e358efc7fb1be258	sí	sí	sí	Vull dir que una setefesó personal, sí que aquí mateix,  com he dit abans, perquè sabia que hi havia tensions entre els copríncepts.	Vull dir que unes setfes opes són altres, com a dintre l'ans,  perquè tenia sabia que hi havia tensions entre els coprinsets.
pa-038	vull dir	1576.57-1582.39	clips/pa-038__vull-dir__1576.57.wav	a32fa9f85404bb12274c7111daef9b76d6847ba1f7d0d2406a4428ddc78c2ac3	sí	sí	sí	Ja et dic que els agents exteriors siguin ja no vull dir quins, però...	Ja et dic els agents exteriors, sigui ja no vull dir quins, però...
pa-041	vull dir	264.25-271.75	clips/pa-041__vull-dir__264.25.wav	30c9b43017918ddcd0935a3e0ad2948d48f28c4fa80779af4c8f54decb491b14	sí	sí	sí	un element no vull dir potser de discussió però potser no s'acaba d'entendre bé, molt poc s'endurà.	No vull dir potser de discursió,  però potser no s'aclava d'entendre bé.
pa-045	vull dir	779.57-785.23	clips/pa-045__vull-dir__779.57.wav	43be9c23b05611daa8eabc0b29d98fcc530bfedcbe70ace15c374a6080147e83	no	no	no	S'estan posant el llibertat de l'estat espanyol.	No ho sé.
pa-048	vull dir	993.69-999.19	clips/pa-048__vull-dir__993.69.wav	524676543b7954409cbc9a52e43d717642a9f6ce463b79b0dd62d2a599f4ff10	sí	sí	sí	Vull dir que amb això, vull dir que vostè, a través...	A més jo vull dir que vostè a través de la llei.
pa-049	vull dir	208.09-214.63	clips/pa-049__vull-dir__208.09.wav	ea4eed62f53887191819af43512cb77ca332f6baa54e823b93d14daf30f3e031	sí	no	no	Va fer una carta al president dels Estats Units  aprofitant que la família de la Moàbia, vull dir, aquella reina...	Va fer una carta al president dels EEUU,  aprofitant que la família, la Muàvia, voldia que la reina...
pa-055	vull dir	311.73-315.91	clips/pa-055__vull-dir__311.73.wav	d7ae0825474e3f10ae876c4035100da982bb8f6502fe01991b90d4b916378712	sí	no	no	que el que està adonant, vull dir, que vol ser un bon cap de govern.	Tadua, bé, que va sumar un cop de gorgard, no?
pa-056	vull dir	842.65-848.07	clips/pa-056__vull-dir__842.65.wav	66a0b9648889fdf52c4f4b2c0d8b06b93f983546570ea9c69230ac18342dd77b	sí	sí	sí	Bé, vull dir també, perquè cal recordar-ho.	Bé, vull dir també perquè cal recordar-ho.
pa-058	vull dir	975.13-979.55	clips/pa-058__vull-dir__975.13.wav	6f17a29c4a7ccb17522085ed2258a1978524bb477ea6b40d10bcb96297a72a49	sí	sí	sí	i demitots que gràcies a Déu que vull dir a l'Adri.	de mi tots, de què gràcies a Déu que vull dir a l'adria.
pa-059	vull dir	271.81-279.35	clips/pa-059__vull-dir__271.81.wav	ecd5a30e086b248161651ab1f91dc733b6b1827dd6c754eacf3743266a1f0e70	sí	sí	sí	Vull dir, nosaltres entraiem amb una proporcional nacional.	Vull dir que nosaltres entraiem amb una proporcional nacional.
pa-060	vull dir	20.65-26.35	clips/pa-060__vull-dir__20.65.wav	1d033dd9c965fdfb0b39777963adbdc13bc8ef2f4d8178f4bf1a565ee8c413d9	sí	no	no	el consell... vull dir, els que fem part de la Junta Constitucional,	de les eleccions de l'estat i de l'estat de l'estat i de l'estat.
pa-061	vull dir	193.57-200.03	clips/pa-061__vull-dir__193.57.wav	fd5841b6f4e163609ab929cca3676492547a6cf1509ef4418857f898a0d861d7	sí	no	no	No hi havia res a en Dorre, vull dir, que tot era una gran novetat.	No hi havia res endor.  És que tot era una gran novetat.
pa-062	vull dir	316.81-326.39	clips/pa-062__vull-dir__316.81.wav	c1b552b0b5e3a7ea2e1324bcd8fc17c86f523cc0068134c92468fead50b673ba	no	no	no	i el que hem de fer és que no hi hagi gaire malaltia.  I això és el que ha de fer a l'Estatut.  El que és molt important és que el que ha de fer,  és que el que ha de fer és que la gent no ho ha de fer.	Bé, aquesta confitura, si t'ho vols vendre,  m'ho has dit molt bé abans.  Te'ls veus davant passats?  Perquè em recordo que ells era fàcil.
pa-063	vull dir	822.45-827.51	clips/pa-063__vull-dir__822.45.wav	c5d97b41a90a7a71f656aeaf5f5614bd01af4f4f8ec9cd8e58b9b6d52572bb08	sí	no	no	Vull dir, estem alçada de qualsevol país modern.	I ara ho hem d'anar a l'automàtica.  I ara ho hem d'anar a l'automàtica.
pa-065	vull dir	1401.05-1404.55	clips/pa-065__vull-dir__1401.05.wav	4fba2f022b26b5ae8f3cd8fb6ad28366028dee3d7adb490fa2e01233fd339c26	no	no	no	i quan hi ha una persona que no té un llibre,  i quan hi ha una persona que no té un llibre,	No és crític, no és un alcançament.
pa-001	o sigui	49.17-54.35	clips/pa-001__o-sigui__49.17.wav	e30d5df251638f7c7f0edd9cc400f8c4eea5af967862abd6906dad2785fe1670	no	no	no	i això va anar evolucionant el que era...	Bé, això van a evolucionar el que era...
pa-005	o sigui	373.33-379.95	clips/pa-005__o-sigui__373.33.wav	e012a0a257dc06ff00777d412bdd6a5e595872f15519fd8daf177f55d9e63550	sí	no	no	d'una canada de vi, un format xà i dues fogaces de pa.  O sigui que hi ha poques bromes.	n'ha de dir un format xar i dues fogaixes de pas, així que hi ha poques bromes.
pa-006	o sigui	136.25-143.75	clips/pa-006__o-sigui__136.25.wav	7e6d0ea47c07af8ce368432aa6c97091573acd56d9425f39765c6bb82851565e	sí	no	no	o sigui, rius de la plana.  No els rius que tenim aquí en les altres.  Surti i gata.	Si jo rius d'ava plana, no els rius que tenim per aquí amb els altres, sortig i gata.
pa-009	o sigui	234.25-238.75	clips/pa-009__o-sigui__234.25.wav	89c81b950aa1d82e5aa53cb10e9f5755eae30ceba1ff32dde2d333f7f848c9af	sí	sí	sí	però dintre de la mateixa campana, o sigui, a la vora,	Però d'intramar-te'ns campanat, o sigui, a la bona l'estructura normal.
pa-014	o sigui	658.45-674.95	clips/pa-014__o-sigui__658.45.wav	5fa2db8a2f3ffeef11efe825ad0cf8482ac53328738c0ac535238b38648e3bd7	sí	sí	sí	És a dir, els homes amb barretina, o sigui, amb pantolons de ballut, negres, faixa i barretina vermella, camisa blanca, mitjons blancs i bigatans.	És a dir, els homes amb baratina, o sigui, amb pantolons de barit, nergres, faixa i baratina vermella,  que missa blanca, mitjons blancs, i vigatants.
pa-015	o sigui	104.25-109.75	clips/pa-015__o-sigui__104.25.wav	2031ec4abdc61b842e65f4f9cef72b73c77b305580e181b8b675b0f8c1a0d4a6	no	no	no	l'omenta, sigui que ha de desenvolupar unes estratègies.	Siguique, adretes un blupper o més estrategies.
pa-016	o sigui	311.25-316.15	clips/pa-016__o-sigui__311.25.wav	2de6a158bd22e6816f8e07e7036d6175f72b8ba25a53f7e2f3b1f054162b0824	sí	no	no	O sigui que s'han regulat, però molts anys després.	de vegades encara s'han regulat, però molts anys després.
pa-022	o sigui	42.93-48.95	clips/pa-022__o-sigui__42.93.wav	c2304436ad8e17cc4b83e721b993789c74981eea43bb88c8ae7147d8bffe57c1	sí	sí	sí	O sigui, al fondo el que es buscaveré tindrà una independència com a país.	No res a fer, bo sigui el fondo que és buscar haver-hi tindre una independència com a país.
pa-024	o sigui	554.49-565.07	clips/pa-024__o-sigui__554.49.wav	467a8db344883b0e0c75aae939476ef92e8ab85b1624b185bef77c3c6be0652d	no	no	no	I tots coincidin amb la necessitat de fer un salt des del procés de reforma cap al procés constituent.	i el nostre, i tots coincidinem la necessitat de fer un sal des del procés de reforma cap a procés concituen.
pa-025	o sigui	1462.85-1472.59	clips/pa-025__o-sigui__1462.85.wav	15f197561de14a5be117006d839bd1c3b94d4f4c1898e94342c7f902a47a2ae7	sí	no	no	i t'hi he rebut com l'home de França.  O sigui, aleshores era una mica perillós, amb aquest sentit.	i t'hi he rebut com la meva defrança, i els hores era una mica perillós amb aquest sentit.
pa-026	o sigui	434.17-437.67	clips/pa-026__o-sigui__434.17.wav	e3093c80ba3db9f874aedd28c3eb0286c37f6dfac2bc003566be1c58e85233d0	sí	no	no	O sigui, que teníem una vista important.	que teníem una missa d'important.
pa-027	o sigui	361.61-366.71	clips/pa-027__o-sigui__361.61.wav	e3ae62069bc6a12407f46ac28f7ef364be39795cd42a5d54d4bcfd1c5fe75fec	no	no	no	I si hem de fer 4 reunions més, fem les ciutadans.	que el que ha fet és que el que ha passat és que el que ha passat és que el que hackei
pa-029	o sigui	243.13-248.63	clips/pa-029__o-sigui__243.13.wav	21506083e606124b8fffc59a96aa71728200ff1bfe8b2fdfc5b93babbf00aa2a	sí	no	no	que no hi veus un cau, o sigui, que no hi veus un desgovern.	que no hi veés un caos i que no hi veés un dels governs.
pa-030	o sigui	1016.41-1021.47	clips/pa-030__o-sigui__1016.41.wav	5dac1315dee188b61c2a7402899c6f321ed309f7ae60e9913ef86f6ac1c38b26	sí	no	no	O sigui, algú vol vendre gent, se t'evoca, se t'evoca.	de menys, si jo ho valdent resins, se t'hi volca, se t'hi volca.
pa-034	o sigui	1106.09-1110.75	clips/pa-034__o-sigui__1106.09.wav	518ad8c4721e637cfbab3600674362519e8dc6784e68dd79c85b8d26bfa0976b	no	no	no	i aconsell perquè, si no, acabarem molt tard.	Consell, perquè si no, acabarem molt tard.
pa-038	o sigui	16.65-22.87	clips/pa-038__o-sigui__16.65.wav	5a835572eaea77f74516f5c54321cfb3d3cd28968fddc0ca9dc4ce2b8697d0c5	sí	no	no	O sigui, en Dorre, malgrat ser un dels parlaments,	S'ha intentat posar-hi una manera de posar-hi.
pa-040	o sigui	115.73-119.91	clips/pa-040__o-sigui__115.73.wav	983a24b766a74c414cfd84dbda3d730d59db02b87d5828707f2eb2d21a6a9dc9	no	no	no	Demanar el bot, demanar ben convençut amb molts arguments.	Demanar bé com vençut amb molts arguments i amb molt...
pa-045	o sigui	226.17-233.31	clips/pa-045__o-sigui__226.17.wav	eed067d165541fa40b17bac59c7266127e529af275f989f401c12a70ede0d3b8	sí	sí	sí	o sigui, què et motiva de la teva professió?	o sigui que una teva profissió.
pa-046	o sigui	230.61-235.23	clips/pa-046__o-sigui__230.61.wav	abe84c7cb9f96a1d2a61399da7d299b89f5fe850eeb3fb688f513f0fbabb26d6	no	sí	no	és una necessitat moral,  està contents moralment.	Si tu et moral, o sigui, està contents moralment, no?
pa-048	o sigui	581.65-585.99	clips/pa-048__o-sigui__581.65.wav	4d22a4d0185795715d2c859b20c681826c14862a14a4afac18ee1eff8e0ab722	sí	sí	sí	O sigui que les identitats com les cultures	O sigui que les identitats com les comptures se'n posen,
pa-049	o sigui	365.21-373.35	clips/pa-049__o-sigui__365.21.wav	93fd6ec146f5be2a8ede394b9c5a7319509f4190e0dff7326271dc6bcf8fc88a	sí	sí	sí	I el servei de servei, o sigui, tot té creació de nou serveis.  I, a més, dels serveis que eren necessaris en aquell moment.	No sé si és una idea de ser bé,  o sigui que tot té creació de nou serveix.  Sí, però ja demà és del serveix que eren necessaris en aquell moment.
pa-055	o sigui	434.17-437.67	clips/pa-055__o-sigui__434.17.wav	52147f9974473099dc2dd07dc30f0f61d142173e7c5603b3a4a7ec3879f3c111	sí	no	no	O sigui, que teníem una vista important.	que teníem una missa important.
pa-056	o sigui	1016.49-1021.67	clips/pa-056__o-sigui__1016.49.wav	fdafe36ed2e857f344ec3ab062e7b6f9b1c4cad058dbb82d5ab8f283fcfbba84	no	no	no	Si algú vol vendre gent, s'etivoca.	I si ja ho val d'en Resien, se t'hi volca.  Se t'hi volca.
pa-057	o sigui	249.45-254.11	clips/pa-057__o-sigui__249.45.wav	fa2feee6b0a55fac92052ff181a7e40bf4dd20ceb3d55a48b4bffd2e3c025771	sí	no	no	molt poc temps, perquè tot això es va fer al tomb de 8 mesos, o sigui.	en un poc temps que vaig trobar a fer un tom de lluit més rostia.
pa-059	o sigui	266.13-271.15	clips/pa-059__o-sigui__266.13.wav	89a4464d3162ca9d047c613a31caa2cc813e9721adcebfaa0cbbfc4d26ee5e8b	no	sí	no	que anar a l'una perquè, si no, no haguessin pogut fer el que es va fer,  penso jo, la cosa no va ser.	que en la una, perquè o sigui, no ho he pogut fer,  el que es va fer, penso jo.  La cosa no va ser...
pa-061	o sigui	161.05-167.39	clips/pa-061__o-sigui__161.05.wav	ca6151a6593172914136beb224aaaab1693599e809741fd0b5fc8ba29e314626	sí	no	no	i el comerç.  O sigui, la primera activitat dels germans, dels pioners...	Si la primera activitat dels germans, despionés, peri...
pa-062	o sigui	236.01-241.71	clips/pa-062__o-sigui__236.01.wav	08c58cd0af921a21b45eae4d37879ff3a7bc924185ea8a84098d779bc2104ac2	sí	no	no	que teníem.  O sigui que és tota una... tota una col·lecció.  Això mateix.	Que tenim?  Sí, que és tot una col·lecció.
pa-063	o sigui	826.09-830.95	clips/pa-063__o-sigui__826.09.wav	43d1e56df2aeaa0cf363b869db3023f71b79bad98855e7545e63d1b35d7ab7b9	sí	sí	sí	I és modern.  O sigui que vam estar...  Estem a la primera paixa amb comerç.	O sigui que vam estar a la primera paix amb comets.
pa-064	o sigui	36.73-40.23	clips/pa-064__o-sigui__36.73.wav	57c81b2557424a116da39a11fc60cc435ef0f229250d92b510aaefae28a84c83	sí	no	no	per programar el record, o sigui, a la vida.	A més, les seves gràcies a les eleccions d'aquesta vegada.
pa-065	o sigui	191.65-195.15	clips/pa-065__o-sigui__191.65.wav	455f018a5dec1eb3d070cd7277490aee3889afce7c343a14bd63179877dcd85f	sí	sí	sí	O sigui que el paradís som nosaltres.	O sigui que el paradís són unes altres.
pa-001	llavors	837.17-841.11	clips/pa-001__llavors__837.17.wav	686148eff56c3a33afe1956099e3de1891df77d039057543e9b9865a143857f3	sí	no	no	de la manera que llavors, quan s'acabàvem de regalar.	d'alguna manera.
pa-002	llavors	550.25-556.75	clips/pa-002__llavors__550.25.wav	6736c8fa12192297db4fcfd115501950a96f76ef408f57897a93ae04c1ea0683	sí	no	no	però, bueno, llavors he de començar a veure les maniobres.	Però jo veia que comença bé les maniobres.
pa-005	llavors	433.29-439.27	clips/pa-005__llavors__433.29.wav	830cd1d9a97c4094fcc85e694963ea2e874772dfad35e9eeba7c5b29a783154a	sí	no	no	perquè tenen frau, a llavors es quedaven tot a l'import de la denúncia.	de temps frau, a les bones les quedaven tot a l'import de la denúncia.
pa-006	llavors	214.25-220.75	clips/pa-006__llavors__214.25.wav	245ff697b5f6b0b73bbba3bc795baaec74fe025ddd48b2004c2985328119dee3	no	sí	no	i ho deixem clar per a unes dones de ràpids del mòbil prop vendit.  Jo és una canventa jo, la portarem i deixarem caure per a algun taller.	d'al·mull i prop endit.  Llavors, amb una canota de xiu, la portarem,  i deixarem caure, portar-ho punta l'aigua.  Llavors, per tant,
pa-007	llavors	657.25-663.75	clips/pa-007__llavors__657.25.wav	b308f35dca35f7ce54daf305e889f8e455065a8a890abda46dfad17bc544c3fd	sí	sí	sí	llavors això lògicament li va mereixer un nom al carrer nacional i es caldes	de faça. Llavors això l'Ajuntament li va mereixar un nom al Carrer Nacional i escaldes.
pa-009	llavors	201.25-207.75	clips/pa-009__llavors__201.25.wav	ce397e94b2bcfa134c421e5e7cdf76090797d5287f0d9d9f33679ebf721f9517	no	no	no	i la campana de l'asseu del consell General és de 1856 i és per codi...	La campana de l'asseu del consell general és de 1856.
pa-010	llavors	386.25-391.75	clips/pa-010__llavors__386.25.wav	741eada65e54b04dc67e372cbd3029acc7bf1b95f486befa64a0a9537164fb26	sí	sí	sí	Allà, llavors, per intentar interpretar què devia voler dir en origen, aquest...	Ah, llavors, per intentar portar que devia voldria enlígen aquests dies.
pa-014	llavors	228.25-237.35	clips/pa-014__llavors__228.25.wav	afc74ef94fae4b8e8cb0a75389b613d9823a5e923d1784e20c6f685c04157111	no	no	no	I la feina per tots, en una casa, no n'hi havia de feina per tots.  Vots es tenien que espavilar i buscar-se la vida per ajudar a casa.	per tots, amb una casa no n'hi havia. De fet, a tots els es tenien que es pavilar  i a buscar-se la vida per ajudar a casa.
pa-015	llavors	197.25-204.75	clips/pa-015__llavors__197.25.wav	398a121cdb719ac84692a4b54a82005a4f7c1872d8e93ccd7c691867aa04a003	sí	no	no	i edat. I llavors, a part de tindre aquests fills,	d'edat i abans a part de tindre a la G3
pa-016	llavors	15.05-20.91	clips/pa-016__llavors__15.05.wav	aaa2ba549b3188eb7994516ac9217506805dabe0d28740f9f2f651ed725fbf1b	sí	no	no	i llavors li toca el meu marit ser darrere de contes, i és així.	i jo li toca el meu marit ser redeu de contes i es així és.
pa-017	llavors	361.25-368.75	clips/pa-017__llavors__361.25.wav	2fe5779ceefac11dc7dc1a671d83edb8a0961697aed1703530bc1bf2d9830109	sí	no	no	perroquial.  Llavors, algunes perroquies bloquejarem completament el comú.  Nosaltres anirem consignant.	El que passa és que el que ha de ser és el que s'ha de fer.
pa-018	llavors	1055.09-1058.87	clips/pa-018__llavors__1055.09.wav	001016bea51b3a1897cc30b16e7f59828867074ad3a1757c1bf2f64bfd2cdd23	sí	no	no	llavors, com més desapercebut passa, millor.	i avont és com més desapercebut pas, eh, millor.
pa-019	llavors	422.25-427.75	clips/pa-019__llavors__422.25.wav	11f80fb011244ef741e3376e5f8494c7a3893876378c983f6d6f5585d71f4aaa	sí	no	no	perquè ens donava eines per poder fer més coses  de les que podíem fer fins al llavors.  Aquest era el missatge.	perquè ens donava eines per fer més coses als que podíem fer fins allà.
pa-022	llavors	57.37-61.35	clips/pa-022__llavors__57.37.wav	2fd887364783ad8339b8dc4e1675fccc353755291d63ea253cff50826c8261c0	no	no	no	I una cosa un gran record que tinc de l'Ebonzi, que encara duré ara...	Jo no cosa un gran record que tinc de levons i encara duré ara.
pa-023	llavors	48.81-56.07	clips/pa-023__llavors__48.81.wav	66233d4d86cdcce0687d1fbef460e033c648ed45c61ea09d2821803ec7e2faa8	sí	no	no	84, 82%, i, llavors, vull dir, no hi havia ministre de l'Interior.	i ara veig molt bé que hi ha d'haver-ho d'una altra manera de fer-ho.
pa-024	llavors	336.85-341.27	clips/pa-024__llavors__336.85.wav	b8d368fb6cc3ce9dd8c602d17afc1f4194b458587ae6d3acff7d8b6a6dee5cda	no	no	no	i el que va passar a l'estat espanyol.	Però si veiem molt que calia superar,  perquè no el debat que havíem acabat.
pa-026	llavors	81.13-84.63	clips/pa-026__llavors__81.13.wav	be7e9082199f9d69749e5284c80fb9c7f742c3e09f74e8fdf1c77ff227aa7a13	no	no	no	i els vots...	Aleshores...
pa-027	llavors	137.93-143.43	clips/pa-027__llavors__137.93.wav	f79df3fbb506eced6bfadb940a7f2b5ba9b49321f949a229dfc69db6456289ab	no	no	no	que es podria fer a les reunions.  I tant en tant, cada mes, cada mes i mig,  fèiem una reunió per a les al·lucines.	De tant, cada mes i mig feien una reunió.
pa-028	llavors	151.01-155.91	clips/pa-028__llavors__151.01.wav	958b8c710fb5f6f94c8ce352884c92d202f336bf70e4368a2e0ef3e334b451dd	sí	no	no	Vam fer una feina, i llavors es van decidir tots.	de fer-ne, i el que vols és convendre-se a dir tots.
pa-029	llavors	42.97-46.79	clips/pa-029__llavors__42.97.wav	446ec5b2d51a02a0ef8a699502b7eb63ec5109afb9ef33a0b01ff6bb6845ab73	no	no	no	i això plenava molt sobre... sense que es digui...	i això plenava molt sobre les seves digues.
pa-030	llavors	157.61-163.15	clips/pa-030__llavors__157.61.wav	d149421cb93ae030f0769b6aff932ece541e3bb2f41e4f301a5336616e9fff18	sí	no	no	i vam tornar-hi, i llavors ja va vindre el Cíndic Farras i companyia,  i el que sí...	A mi em van tornar a dir que ja va vendre el sindic farràs  i acompanyar-ho en el que sigui.
pa-032	llavors	174.13-178.67	clips/pa-032__llavors__174.13.wav	e071519ce390db619b4063300cf65cf5017f23feafc77e0ef92ffa4272292c4f	no	no	no	i el debò és de tant en tant, no sé quant és.	que es posa en una institució.
pa-033	llavors	71.53-76.35	clips/pa-033__llavors__71.53.wav	a2f7c35a058301655359b86257ec29fc3a00ae08115a1dee25f1466e784cbaa3	sí	no	no	I llavors, normalment, ja la gent que més o menys ve a tractar ho veia de...	Normalment hi ha la gent que pesa una espai tracta,  ho veia de...
