id_persona	forma	interval_escolta	clip	json_small	n_matches	token_match	token_matches
pa-003	crec	0.00-7.19	clips/pa-003__crec__0.00.wav	qa-cua-small-json/pa-003__crec__0_00.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.390"",""local_end_s"":""1.490"",""absolute_start_s"":""1.390"",""absolute_end_s"":""1.490"",""prob_min"":""0.9968"",""text"":""crec""}]"
pa-010	crec	1033.25-1036.75	clips/pa-010__crec__1033.25.wav	qa-cua-small-json/pa-010__crec__1033_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.390"",""local_end_s"":""0.760"",""absolute_start_s"":""1033.640"",""absolute_end_s"":""1034.010"",""prob_min"":""0.8283"",""text"":""crec""}]"
pa-014	crec	153.25-160.55	clips/pa-014__crec__153.25.wav	qa-cua-small-json/pa-014__crec__153_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.310"",""local_end_s"":""0.720"",""absolute_start_s"":""153.560"",""absolute_end_s"":""153.970"",""prob_min"":""0.9940"",""text"":""crec""}]"
pa-016	crec	93.17-100.83	clips/pa-016__crec__93.17.wav	qa-cua-small-json/pa-016__crec__93_17.json	1	sí	"[{""occurrence"":1,""local_start_s"":""5.960"",""local_end_s"":""6.240"",""absolute_start_s"":""99.130"",""absolute_end_s"":""99.410"",""prob_min"":""0.2252"",""text"":""Crec""}]"
pa-018	crec	7.49-12.83	clips/pa-018__crec__7.49.wav	qa-cua-small-json/pa-018__crec__7_49.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.060"",""local_end_s"":""1.450"",""absolute_start_s"":""8.550"",""absolute_end_s"":""8.940"",""prob_min"":""0.9969"",""text"":""crec""}]"
pa-019	crec	27.25-31.75	clips/pa-019__crec__27.25.wav	qa-cua-small-json/pa-019__crec__27_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.270"",""local_end_s"":""1.570"",""absolute_start_s"":""28.520"",""absolute_end_s"":""28.820"",""prob_min"":""0.9925"",""text"":""crec""}]"
pa-021	crec	115.53-120.03	clips/pa-021__crec__115.53.wav	qa-cua-small-json/pa-021__crec__115_53.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.800"",""local_end_s"":""1.060"",""absolute_start_s"":""116.330"",""absolute_end_s"":""116.590"",""prob_min"":""0.9550"",""text"":""crec""}]"
pa-022	crec	243.73-249.43	clips/pa-022__crec__243.73.wav	qa-cua-small-json/pa-022__crec__243_73.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.210"",""local_end_s"":""0.360"",""absolute_start_s"":""243.940"",""absolute_end_s"":""244.090"",""prob_min"":""0.9941"",""text"":""crec""}]"
pa-023	crec	42.93-50.23	clips/pa-023__crec__42.93.wav	qa-cua-small-json/pa-023__crec__42_93.json	0	no	[]
pa-024	crec	368.01-372.63	clips/pa-024__crec__368.01.wav	qa-cua-small-json/pa-024__crec__368_01.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.710"",""local_end_s"":""2.740"",""absolute_start_s"":""370.720"",""absolute_end_s"":""370.750"",""prob_min"":""0.9944"",""text"":""crec""}]"
pa-025	crec	4.25-9.11	clips/pa-025__crec__4.25.wav	qa-cua-small-json/pa-025__crec__4_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.800"",""local_end_s"":""0.900"",""absolute_start_s"":""5.050"",""absolute_end_s"":""5.150"",""prob_min"":""0.9899"",""text"":""crec""}]"
pa-027	crec	8.81-14.39	clips/pa-027__crec__8.81.wav	qa-cua-small-json/pa-027__crec__8_81.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.900"",""local_end_s"":""2.020"",""absolute_start_s"":""10.710"",""absolute_end_s"":""10.830"",""prob_min"":""0.9514"",""text"":""crec""}]"
pa-030	crec	346.45-352.99	clips/pa-030__crec__346.45.wav	qa-cua-small-json/pa-030__crec__346_45.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.730"",""local_end_s"":""2.060"",""absolute_start_s"":""348.180"",""absolute_end_s"":""348.510"",""prob_min"":""0.9742"",""text"":""crec""}]"
pa-031	crec	87.01-92.63	clips/pa-031__crec__87.01.wav	qa-cua-small-json/pa-031__crec__87_01.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.720"",""local_end_s"":""3.570"",""absolute_start_s"":""89.730"",""absolute_end_s"":""90.580"",""prob_min"":""0.9956"",""text"":""crec""}]"
pa-034	crec	651.65-657.27	clips/pa-034__crec__651.65.wav	qa-cua-small-json/pa-034__crec__651_65.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.540"",""local_end_s"":""2.640"",""absolute_start_s"":""654.190"",""absolute_end_s"":""654.290"",""prob_min"":""0.6687"",""text"":""crec""}]"
pa-035	crec	872.77-879.91	clips/pa-035__crec__872.77.wav	qa-cua-small-json/pa-035__crec__872_77.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.660"",""local_end_s"":""0.730"",""absolute_start_s"":""873.430"",""absolute_end_s"":""873.500"",""prob_min"":""0.9666"",""text"":""crec""}]"
pa-037	crec	424.61-437.99	clips/pa-037__crec__424.61.wav	qa-cua-small-json/pa-037__crec__424_61.json	1	sí	"[{""occurrence"":1,""local_start_s"":""11.520"",""local_end_s"":""11.760"",""absolute_start_s"":""436.130"",""absolute_end_s"":""436.370"",""prob_min"":""0.3842"",""text"":""crec""}]"
pa-038	crec	220.69-226.79	clips/pa-038__crec__220.69.wav	qa-cua-small-json/pa-038__crec__220_69.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.010"",""local_end_s"":""1.590"",""absolute_start_s"":""221.700"",""absolute_end_s"":""222.280"",""prob_min"":""0.9981"",""text"":""crec""}]"
pa-039	crec	90.85-95.95	clips/pa-039__crec__90.85.wav	qa-cua-small-json/pa-039__crec__90_85.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.640"",""local_end_s"":""1.950"",""absolute_start_s"":""92.490"",""absolute_end_s"":""92.800"",""prob_min"":""0.9907"",""text"":""crec""}]"
pa-040	crec	4.37-7.79	clips/pa-040__crec__4.37.wav	qa-cua-small-json/pa-040__crec__4_37.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.180"",""local_end_s"":""0.530"",""absolute_start_s"":""4.550"",""absolute_end_s"":""4.900"",""prob_min"":""0.9886"",""text"":""crec""}]"
pa-041	crec	56.25-62.75	clips/pa-041__crec__56.25.wav	qa-cua-small-json/pa-041__crec__56_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.310"",""local_end_s"":""1.810"",""absolute_start_s"":""57.560"",""absolute_end_s"":""58.060"",""prob_min"":""0.9905"",""text"":""crec""}]"
pa-042	crec	32.01-37.35	clips/pa-042__crec__32.01.wav	qa-cua-small-json/pa-042__crec__32_01.json	0	no	[]
pa-043	crec	102.25-108.75	clips/pa-043__crec__102.25.wav	qa-cua-small-json/pa-043__crec__102_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""5.100"",""local_end_s"":""5.190"",""absolute_start_s"":""107.350"",""absolute_end_s"":""107.440"",""prob_min"":""0.9942"",""text"":""crec""}]"
pa-045	crec	240.61-245.63	clips/pa-045__crec__240.61.wav	qa-cua-small-json/pa-045__crec__240_61.json	0	no	[]
pa-046	crec	208.41-212.47	clips/pa-046__crec__208.41.wav	qa-cua-small-json/pa-046__crec__208_41.json	0	no	[]
pa-048	crec	110.97-117.27	clips/pa-048__crec__110.97.wav	qa-cua-small-json/pa-048__crec__110_97.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.580"",""local_end_s"":""3.120"",""absolute_start_s"":""113.550"",""absolute_end_s"":""114.090"",""prob_min"":""0.9866"",""text"":""crec""}]"
pa-049	crec	371.85-383.51	clips/pa-049__crec__371.85.wav	qa-cua-small-json/pa-049__crec__371_85.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.020"",""local_end_s"":""3.380"",""absolute_start_s"":""374.870"",""absolute_end_s"":""375.230"",""prob_min"":""0.9717"",""text"":""crec""}]"
pa-051	crec	208.57-213.39	clips/pa-051__crec__208.57.wav	qa-cua-small-json/pa-051__crec__208_57.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.140"",""local_end_s"":""0.420"",""absolute_start_s"":""208.710"",""absolute_end_s"":""208.990"",""prob_min"":""0.9924"",""text"":""crec""}]"
pa-056	crec	347.05-353.03	clips/pa-056__crec__347.05.wav	qa-cua-small-json/pa-056__crec__347_05.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.270"",""local_end_s"":""1.780"",""absolute_start_s"":""348.320"",""absolute_end_s"":""348.830"",""prob_min"":""0.9856"",""text"":""crec""}]"
pa-058	crec	6.69-12.71	clips/pa-058__crec__6.69.wav	qa-cua-small-json/pa-058__crec__6_69.json	0	no	[]
pa-060	crec	42.05-50.19	clips/pa-060__crec__42.05.wav	qa-cua-small-json/pa-060__crec__42_05.json	1	sí	"[{""occurrence"":1,""local_start_s"":""6.130"",""local_end_s"":""6.320"",""absolute_start_s"":""48.180"",""absolute_end_s"":""48.370"",""prob_min"":""0.6236"",""text"":""crec""}]"
pa-061	crec	428.85-435.63	clips/pa-061__crec__428.85.wav	qa-cua-small-json/pa-061__crec__428_85.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.940"",""local_end_s"":""2.000"",""absolute_start_s"":""430.790"",""absolute_end_s"":""430.850"",""prob_min"":""0.9809"",""text"":""crec""}]"
pa-062	crec	1037.89-1041.47	clips/pa-062__crec__1037.89.wav	qa-cua-small-json/pa-062__crec__1037_89.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.040"",""local_end_s"":""1.290"",""absolute_start_s"":""1038.930"",""absolute_end_s"":""1039.180"",""prob_min"":""0.9952"",""text"":""crec""}]"
pa-063	crec	758.81-763.23	clips/pa-063__crec__758.81.wav	qa-cua-small-json/pa-063__crec__758_81.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.740"",""local_end_s"":""3.000"",""absolute_start_s"":""761.550"",""absolute_end_s"":""761.810"",""prob_min"":""0.9939"",""text"":""crec""}]"
pa-064	crec	1335.77-1345.39	clips/pa-064__crec__1335.77.wav	qa-cua-small-json/pa-064__crec__1335_77.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.300"",""local_end_s"":""2.670"",""absolute_start_s"":""1338.070"",""absolute_end_s"":""1338.440"",""prob_min"":""0.9844"",""text"":""crec""}]"
pa-065	crec	1276.85-1281.67	clips/pa-065__crec__1276.85.wav	qa-cua-small-json/pa-065__crec__1276_85.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.830"",""local_end_s"":""0.940"",""absolute_start_s"":""1277.680"",""absolute_end_s"":""1277.790"",""prob_min"":""0.6866"",""text"":""crec""}]"
pa-066	crec	219.63-227.13	clips/pa-066__crec__219.63.wav	qa-cua-small-json/pa-066__crec__219_63.json	1	sí	"[{""occurrence"":1,""local_start_s"":""4.560"",""local_end_s"":""5.020"",""absolute_start_s"":""224.190"",""absolute_end_s"":""224.650"",""prob_min"":""0.4971"",""text"":""crec""}]"
pa-001	bueno	207.01-212.99	clips/pa-001__bueno__207.01.wav	qa-cua-small-json/pa-001__bueno__207_01.json	0	no	[]
pa-002	bueno	433.25-440.75	clips/pa-002__bueno__433.25.wav	qa-cua-small-json/pa-002__bueno__433_25.json	0	no	[]
pa-003	bueno	227.05-235.71	clips/pa-003__bueno__227.05.wav	qa-cua-small-json/pa-003__bueno__227_05.json	1	sí	"[{""occurrence"":1,""local_start_s"":""4.370"",""local_end_s"":""4.580"",""absolute_start_s"":""231.420"",""absolute_end_s"":""231.630"",""prob_min"":""0.0756"",""text"":""Bueno""}]"
pa-007	bueno	475.25-480.75	clips/pa-007__bueno__475.25.wav	qa-cua-small-json/pa-007__bueno__475_25.json	0	no	[]
pa-008	bueno	969.25-973.75	clips/pa-008__bueno__969.25.wav	qa-cua-small-json/pa-008__bueno__969_25.json	0	no	[]
pa-016	bueno	93.17-100.83	clips/pa-016__bueno__93.17.wav	qa-cua-small-json/pa-016__bueno__93_17.json	0	no	[]
pa-017	bueno	823.25-829.75	clips/pa-017__bueno__823.25.wav	qa-cua-small-json/pa-017__bueno__823_25.json	0	no	[]
pa-018	bueno	23.21-28.91	clips/pa-018__bueno__23.21.wav	qa-cua-small-json/pa-018__bueno__23_21.json	0	no	[]
pa-019	bueno	328.25-333.75	clips/pa-019__bueno__328.25.wav	qa-cua-small-json/pa-019__bueno__328_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.320"",""local_end_s"":""0.600"",""absolute_start_s"":""328.570"",""absolute_end_s"":""328.850"",""prob_min"":""0.1975"",""text"":""bueno""}]"
pa-020	bueno	13.57-19.47	clips/pa-020__bueno__13.57.wav	qa-cua-small-json/pa-020__bueno__13_57.json	0	no	[]
pa-021	bueno	12.25-16.87	clips/pa-021__bueno__12.25.wav	qa-cua-small-json/pa-021__bueno__12_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.950"",""local_end_s"":""2.400"",""absolute_start_s"":""14.200"",""absolute_end_s"":""14.650"",""prob_min"":""0.6500"",""text"":""bueno""}]"
pa-022	bueno	122.85-126.95	clips/pa-022__bueno__122.85.wav	qa-cua-small-json/pa-022__bueno__122_85.json	0	no	[]
pa-023	bueno	96.81-100.35	clips/pa-023__bueno__96.81.wav	qa-cua-small-json/pa-023__bueno__96_81.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.370"",""absolute_start_s"":""96.810"",""absolute_end_s"":""97.180"",""prob_min"":""0.2301"",""text"":""bueno""}]"
pa-024	bueno	147.29-152.07	clips/pa-024__bueno__147.29.wav	qa-cua-small-json/pa-024__bueno__147_29.json	0	no	[]
pa-025	bueno	909.25-914.07	clips/pa-025__bueno__909.25.wav	qa-cua-small-json/pa-025__bueno__909_25.json	0	no	[]
pa-026	bueno	194.89-200.75	clips/pa-026__bueno__194.89.wav	qa-cua-small-json/pa-026__bueno__194_89.json	0	no	[]
pa-027	bueno	35.13-40.47	clips/pa-027__bueno__35.13.wav	qa-cua-small-json/pa-027__bueno__35_13.json	0	no	[]
pa-028	bueno	28.37-32.59	clips/pa-028__bueno__28.37.wav	qa-cua-small-json/pa-028__bueno__28_37.json	0	no	[]
pa-029	bueno	720.69-724.19	clips/pa-029__bueno__720.69.wav	qa-cua-small-json/pa-029__bueno__720_69.json	0	no	[]
pa-030	bueno	459.05-463.07	clips/pa-030__bueno__459.05.wav	qa-cua-small-json/pa-030__bueno__459_05.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.100"",""local_end_s"":""1.380"",""absolute_start_s"":""460.150"",""absolute_end_s"":""460.430"",""prob_min"":""0.2181"",""text"":""bueno""}]"
pa-031	bueno	111.73-115.67	clips/pa-031__bueno__111.73.wav	qa-cua-small-json/pa-031__bueno__111_73.json	0	no	[]
pa-032	bueno	44.73-50.63	clips/pa-032__bueno__44.73.wav	qa-cua-small-json/pa-032__bueno__44_73.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.270"",""local_end_s"":""0.730"",""absolute_start_s"":""45.000"",""absolute_end_s"":""45.460"",""prob_min"":""0.8330"",""text"":""bueno""}]"
pa-034	bueno	33.81-39.07	clips/pa-034__bueno__33.81.wav	qa-cua-small-json/pa-034__bueno__33_81.json	0	no	[]
pa-035	bueno	195.49-202.11	clips/pa-035__bueno__195.49.wav	qa-cua-small-json/pa-035__bueno__195_49.json	0	no	[]
pa-036	bueno	76.25-84.15	clips/pa-036__bueno__76.25.wav	qa-cua-small-json/pa-036__bueno__76_25.json	0	no	[]
pa-037	bueno	105.29-124.79	clips/pa-037__bueno__105.29.wav	qa-cua-small-json/pa-037__bueno__105_29.json	1	sí	"[{""occurrence"":1,""local_start_s"":""6.650"",""local_end_s"":""6.950"",""absolute_start_s"":""111.940"",""absolute_end_s"":""112.240"",""prob_min"":""0.6636"",""text"":""bueno""}]"
pa-038	bueno	874.61-878.11	clips/pa-038__bueno__874.61.wav	qa-cua-small-json/pa-038__bueno__874_61.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.110"",""local_end_s"":""0.660"",""absolute_start_s"":""874.720"",""absolute_end_s"":""875.270"",""prob_min"":""0.5072"",""text"":""Bueno""}]"
pa-039	bueno	530.89-537.23	clips/pa-039__bueno__530.89.wav	qa-cua-small-json/pa-039__bueno__530_89.json	0	no	[]
pa-041	bueno	165.25-173.75	clips/pa-041__bueno__165.25.wav	qa-cua-small-json/pa-041__bueno__165_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.320"",""local_end_s"":""2.420"",""absolute_start_s"":""166.570"",""absolute_end_s"":""167.670"",""prob_min"":""0.2602"",""text"":""bueno""}]"
pa-043	bueno	0.00-3.75	clips/pa-043__bueno__0.00.wav	qa-cua-small-json/pa-043__bueno__0_00.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.110"",""local_end_s"":""0.270"",""absolute_start_s"":""0.110"",""absolute_end_s"":""0.270"",""prob_min"":""0.2337"",""text"":""Bueno""}]"
pa-045	bueno	261.05-270.91	clips/pa-045__bueno__261.05.wav	qa-cua-small-json/pa-045__bueno__261_05.json	0	no	[]
pa-046	bueno	128.01-131.51	clips/pa-046__bueno__128.01.wav	qa-cua-small-json/pa-046__bueno__128_01.json	0	no	[]
pa-048	bueno	227.17-233.03	clips/pa-048__bueno__227.17.wav	qa-cua-small-json/pa-048__bueno__227_17.json	0	no	[]
pa-049	bueno	269.05-275.83	clips/pa-049__bueno__269.05.wav	qa-cua-small-json/pa-049__bueno__269_05.json	1	sí	"[{""occurrence"":1,""local_start_s"":""5.560"",""local_end_s"":""5.790"",""absolute_start_s"":""274.610"",""absolute_end_s"":""274.840"",""prob_min"":""0.8754"",""text"":""Bueno""}]"
pa-051	bueno	41.97-47.43	clips/pa-051__bueno__41.97.wav	qa-cua-small-json/pa-051__bueno__41_97.json	0	no	[]
pa-052	bueno	41.97-47.23	clips/pa-052__bueno__41.97.wav	qa-cua-small-json/pa-052__bueno__41_97.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.710"",""local_end_s"":""2.230"",""absolute_start_s"":""43.680"",""absolute_end_s"":""44.200"",""prob_min"":""0.7880"",""text"":""bueno""}]"
pa-054	bueno	51.69-55.75	clips/pa-054__bueno__51.69.wav	qa-cua-small-json/pa-054__bueno__51_69.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.790"",""local_end_s"":""0.920"",""absolute_start_s"":""52.480"",""absolute_end_s"":""52.610"",""prob_min"":""0.8263"",""text"":""bueno""}]"
pa-055	bueno	194.93-200.67	clips/pa-055__bueno__194.93.wav	qa-cua-small-json/pa-055__bueno__194_93.json	0	no	[]
pa-056	bueno	458.97-462.83	clips/pa-056__bueno__458.97.wav	qa-cua-small-json/pa-056__bueno__458_97.json	0	no	[]
pa-057	bueno	1128.89-1136.35	clips/pa-057__bueno__1128.89.wav	qa-cua-small-json/pa-057__bueno__1128_89.json	0	no	[]
pa-058	bueno	23.17-28.91	clips/pa-058__bueno__23.17.wav	qa-cua-small-json/pa-058__bueno__23_17.json	0	no	[]
pa-059	bueno	166.17-173.63	clips/pa-059__bueno__166.17.wav	qa-cua-small-json/pa-059__bueno__166_17.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.330"",""local_end_s"":""0.430"",""absolute_start_s"":""166.500"",""absolute_end_s"":""166.600"",""prob_min"":""0.0580"",""text"":""Bueno""}]"
pa-060	bueno	150.05-157.07	clips/pa-060__bueno__150.05.wav	qa-cua-small-json/pa-060__bueno__150_05.json	0	no	[]
pa-061	bueno	171.05-174.55	clips/pa-061__bueno__171.05.wav	qa-cua-small-json/pa-061__bueno__171_05.json	2	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.260"",""absolute_start_s"":""171.050"",""absolute_end_s"":""171.310"",""prob_min"":""0.1212"",""text"":""Bueno""},{""occurrence"":2,""local_start_s"":""1.240"",""local_end_s"":""1.590"",""absolute_start_s"":""172.290"",""absolute_end_s"":""172.640"",""prob_min"":""0.5101"",""text"":""Bueno""}]"
pa-062	bueno	297.17-302.03	clips/pa-062__bueno__297.17.wav	qa-cua-small-json/pa-062__bueno__297_17.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.560"",""local_end_s"":""1.910"",""absolute_start_s"":""298.730"",""absolute_end_s"":""299.080"",""prob_min"":""0.6062"",""text"":""Bueno""}]"
pa-063	bueno	801.17-804.67	clips/pa-063__bueno__801.17.wav	qa-cua-small-json/pa-063__bueno__801_17.json	0	no	[]
pa-065	bueno	1389.05-1393.75	clips/pa-065__bueno__1389.05.wav	qa-cua-small-json/pa-065__bueno__1389_05.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.080"",""local_end_s"":""1.420"",""absolute_start_s"":""1390.130"",""absolute_end_s"":""1390.470"",""prob_min"":""0.4485"",""text"":""Bueno""}]"
pa-066	bueno	357.23-362.57	clips/pa-066__bueno__357.23.wav	qa-cua-small-json/pa-066__bueno__357_23.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.470"",""local_end_s"":""2.070"",""absolute_start_s"":""358.700"",""absolute_end_s"":""359.300"",""prob_min"":""0.8366"",""text"":""bueno""}]"
pa-001	clar	129.77-134.51	clips/pa-001__clar__129.77.wav	qa-cua-small-json/pa-001__clar__129_77.json	0	no	[]
pa-002	clar	186.25-190.75	clips/pa-002__clar__186.25.wav	qa-cua-small-json/pa-002__clar__186_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.050"",""local_end_s"":""1.650"",""absolute_start_s"":""187.300"",""absolute_end_s"":""187.900"",""prob_min"":""0.3371"",""text"":""clar""}]"
pa-003	clar	451.89-459.15	clips/pa-003__clar__451.89.wav	qa-cua-small-json/pa-003__clar__451_89.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.770"",""local_end_s"":""3.340"",""absolute_start_s"":""454.660"",""absolute_end_s"":""455.230"",""prob_min"":""0.9938"",""text"":""clar""}]"
pa-005	clar	155.93-159.99	clips/pa-005__clar__155.93.wav	qa-cua-small-json/pa-005__clar__155_93.json	0	no	[]
pa-006	clar	379.25-383.75	clips/pa-006__clar__379.25.wav	qa-cua-small-json/pa-006__clar__379_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.450"",""local_end_s"":""3.810"",""absolute_start_s"":""382.700"",""absolute_end_s"":""383.060"",""prob_min"":""0.3707"",""text"":""clar""}]"
pa-007	clar	344.25-349.75	clips/pa-007__clar__344.25.wav	qa-cua-small-json/pa-007__clar__344_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.260"",""local_end_s"":""0.610"",""absolute_start_s"":""344.510"",""absolute_end_s"":""344.860"",""prob_min"":""0.4951"",""text"":""clar""}]"
pa-008	clar	841.25-846.75	clips/pa-008__clar__841.25.wav	qa-cua-small-json/pa-008__clar__841_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.160"",""local_end_s"":""0.470"",""absolute_start_s"":""841.410"",""absolute_end_s"":""841.720"",""prob_min"":""0.3522"",""text"":""Clar""}]"
pa-009	clar	99.25-105.75	clips/pa-009__clar__99.25.wav	qa-cua-small-json/pa-009__clar__99_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.230"",""local_end_s"":""3.520"",""absolute_start_s"":""102.480"",""absolute_end_s"":""102.770"",""prob_min"":""0.9195"",""text"":""clar""}]"
pa-010	clar	334.85-339.35	clips/pa-010__clar__334.85.wav	qa-cua-small-json/pa-010__clar__334_85.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.280"",""local_end_s"":""3.500"",""absolute_start_s"":""338.130"",""absolute_end_s"":""338.350"",""prob_min"":""0.9866"",""text"":""clar""}]"
pa-014	clar	978.45-982.95	clips/pa-014__clar__978.45.wav	qa-cua-small-json/pa-014__clar__978_45.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.660"",""local_end_s"":""1.820"",""absolute_start_s"":""980.110"",""absolute_end_s"":""980.270"",""prob_min"":""0.2909"",""text"":""clar""}]"
pa-016	clar	175.69-180.35	clips/pa-016__clar__175.69.wav	qa-cua-small-json/pa-016__clar__175_69.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.640"",""local_end_s"":""1.990"",""absolute_start_s"":""177.330"",""absolute_end_s"":""177.680"",""prob_min"":""0.9439"",""text"":""clar""}]"
pa-017	clar	34.45-42.35	clips/pa-017__clar__34.45.wav	qa-cua-small-json/pa-017__clar__34_45.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.900"",""local_end_s"":""4.130"",""absolute_start_s"":""38.350"",""absolute_end_s"":""38.580"",""prob_min"":""0.9757"",""text"":""clar""}]"
pa-018	clar	112.73-117.35	clips/pa-018__clar__112.73.wav	qa-cua-small-json/pa-018__clar__112_73.json	0	no	[]
pa-019	clar	415.25-419.75	clips/pa-019__clar__415.25.wav	qa-cua-small-json/pa-019__clar__415_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.150"",""local_end_s"":""1.290"",""absolute_start_s"":""416.400"",""absolute_end_s"":""416.540"",""prob_min"":""0.8680"",""text"":""clar""}]"
pa-020	clar	89.81-94.31	clips/pa-020__clar__89.81.wav	qa-cua-small-json/pa-020__clar__89_81.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.480"",""local_end_s"":""3.620"",""absolute_start_s"":""93.290"",""absolute_end_s"":""93.430"",""prob_min"":""0.5345"",""text"":""clar""}]"
pa-021	clar	125.89-131.23	clips/pa-021__clar__125.89.wav	qa-cua-small-json/pa-021__clar__125_89.json	0	no	[]
pa-022	clar	107.73-113.11	clips/pa-022__clar__107.73.wav	qa-cua-small-json/pa-022__clar__107_73.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.380"",""local_end_s"":""1.580"",""absolute_start_s"":""109.110"",""absolute_end_s"":""109.310"",""prob_min"":""0.9951"",""text"":""clar""}]"
pa-024	clar	648.09-656.83	clips/pa-024__clar__648.09.wav	qa-cua-small-json/pa-024__clar__648_09.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.440"",""local_end_s"":""3.050"",""absolute_start_s"":""650.530"",""absolute_end_s"":""651.140"",""prob_min"":""0.7141"",""text"":""clar""}]"
pa-025	clar	116.09-119.95	clips/pa-025__clar__116.09.wav	qa-cua-small-json/pa-025__clar__116_09.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.530"",""local_end_s"":""1.830"",""absolute_start_s"":""117.620"",""absolute_end_s"":""117.920"",""prob_min"":""0.6852"",""text"":""clar""}]"
pa-026	clar	6.33-9.67	clips/pa-026__clar__6.33.wav	qa-cua-small-json/pa-026__clar__6_33.json	0	no	[]
pa-027	clar	35.13-40.47	clips/pa-027__clar__35.13.wav	qa-cua-small-json/pa-027__clar__35_13.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.310"",""local_end_s"":""1.650"",""absolute_start_s"":""36.440"",""absolute_end_s"":""36.780"",""prob_min"":""0.5283"",""text"":""clar""}]"
pa-028	clar	290.33-295.15	clips/pa-028__clar__290.33.wav	qa-cua-small-json/pa-028__clar__290_33.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.490"",""local_end_s"":""1.620"",""absolute_start_s"":""291.820"",""absolute_end_s"":""291.950"",""prob_min"":""0.6888"",""text"":""clar""}]"
pa-029	clar	358.61-362.11	clips/pa-029__clar__358.61.wav	qa-cua-small-json/pa-029__clar__358_61.json	0	no	[]
pa-030	clar	61.89-66.83	clips/pa-030__clar__61.89.wav	qa-cua-small-json/pa-030__clar__61_89.json	0	no	[]
