id_persona	forma	recompte_small	recompte_base	consens_dos_asr	observacio
pa-062	crec	1	2	sí	coincidència textual entre dos passades
pa-062	bueno	1	3	sí	coincidència textual entre dos passades
pa-062	clar	3	2	sí	coincidència textual entre dos passades
pa-062	vull dir	10	1	sí	coincidència textual entre dos passades
pa-062	o sigui	4	3	sí	coincidència textual entre dos passades
pa-062	llavors	0	0	no	revisar contra àudio
pa-062	a veure	0	1	no	revisar contra àudio
pa-062	aviam	0	0	no	revisar contra àudio
pa-062	doncs	3	3	sí	coincidència textual entre dos passades
pa-062	perquè	31	29	sí	coincidència textual entre dos passades
pa-062	a nivell	0	0	no	revisar contra àudio
pa-062	tirar endavant	0	0	no	revisar contra àudio
pa-062	ensenyança	0	0	no	revisar contra àudio
pa-062	reformeta	0	0	no	revisar contra àudio
pa-063	bé	12	16	sí	coincidència textual entre dos passades
pa-063	de fet	0	0	no	revisar contra àudio
pa-063	és a dir	0	0	no	revisar contra àudio
pa-063	aleshores	4	1	sí	coincidència textual entre dos passades
pa-063	evidentment	0	0	no	revisar contra àudio
pa-063	diguem	0	0	no	revisar contra àudio
pa-063	crec	16	13	sí	coincidència textual entre dos passades
pa-063	bueno	1	0	no	revisar contra àudio
pa-063	clar	3	1	sí	coincidència textual entre dos passades
pa-063	vull dir	1	0	no	revisar contra àudio
pa-063	o sigui	6	3	sí	coincidència textual entre dos passades
pa-063	llavors	5	3	sí	coincidència textual entre dos passades
pa-063	a veure	3	4	sí	coincidència textual entre dos passades
pa-063	aviam	0	0	no	revisar contra àudio
pa-063	doncs	7	8	sí	coincidència textual entre dos passades
pa-063	perquè	51	37	sí	coincidència textual entre dos passades
pa-063	a nivell	2	2	sí	coincidència textual entre dos passades
pa-063	tirar endavant	0	0	no	revisar contra àudio
pa-063	ensenyança	0	0	no	revisar contra àudio
pa-063	reformeta	0	0	no	revisar contra àudio
pa-064	bé	6	6	sí	coincidència textual entre dos passades
pa-064	de fet	0	0	no	revisar contra àudio
pa-064	és a dir	7	6	sí	coincidència textual entre dos passades
pa-064	aleshores	0	1	no	revisar contra àudio
pa-064	evidentment	1	1	sí	coincidència textual entre dos passades
pa-064	diguem	0	0	no	revisar contra àudio
pa-064	crec	1	2	sí	coincidència textual entre dos passades
pa-064	bueno	0	0	no	revisar contra àudio
pa-064	clar	3	3	sí	coincidència textual entre dos passades
pa-064	vull dir	0	0	no	revisar contra àudio
pa-064	o sigui	7	3	sí	coincidència textual entre dos passades
pa-064	llavors	5	1	sí	coincidència textual entre dos passades
pa-064	a veure	3	1	sí	coincidència textual entre dos passades
pa-064	aviam	0	0	no	revisar contra àudio
pa-064	doncs	7	4	sí	coincidència textual entre dos passades
pa-064	perquè	20	17	sí	coincidència textual entre dos passades
pa-064	a nivell	0	0	no	revisar contra àudio
pa-064	tirar endavant	0	0	no	revisar contra àudio
pa-064	ensenyança	0	0	no	revisar contra àudio
pa-064	reformeta	0	0	no	revisar contra àudio
pa-065	bé	6	8	sí	coincidència textual entre dos passades
pa-065	de fet	1	0	no	revisar contra àudio
pa-065	és a dir	7	6	sí	coincidència textual entre dos passades
pa-065	aleshores	15	1	sí	coincidència textual entre dos passades
pa-065	evidentment	0	0	no	revisar contra àudio
pa-065	diguem	0	0	no	revisar contra àudio
pa-065	crec	2	2	sí	coincidència textual entre dos passades
pa-065	bueno	3	3	sí	coincidència textual entre dos passades
pa-065	clar	13	10	sí	coincidència textual entre dos passades
pa-065	vull dir	1	1	sí	coincidència textual entre dos passades
pa-065	o sigui	4	3	sí	coincidència textual entre dos passades
pa-065	llavors	8	6	sí	coincidència textual entre dos passades
pa-065	a veure	6	1	sí	coincidència textual entre dos passades
pa-065	aviam	0	0	no	revisar contra àudio
pa-065	doncs	23	26	sí	coincidència textual entre dos passades
pa-065	perquè	34	33	sí	coincidència textual entre dos passades
pa-065	a nivell	2	0	no	revisar contra àudio
pa-065	tirar endavant	0	0	no	revisar contra àudio
pa-065	ensenyança	0	0	no	revisar contra àudio
pa-065	reformeta	0	0	no	revisar contra àudio
pa-066	bé	3	3	sí	coincidència textual entre dos passades
pa-066	de fet	1	1	sí	coincidència textual entre dos passades
pa-066	és a dir	0	0	no	revisar contra àudio
pa-066	aleshores	0	0	no	revisar contra àudio
pa-066	evidentment	2	3	sí	coincidència textual entre dos passades
pa-066	diguem	0	0	no	revisar contra àudio
pa-066	crec	3	3	sí	coincidència textual entre dos passades
pa-066	bueno	1	3	sí	coincidència textual entre dos passades
pa-066	clar	0	0	no	revisar contra àudio
pa-066	vull dir	0	0	no	revisar contra àudio
pa-066	o sigui	0	0	no	revisar contra àudio
pa-066	llavors	2	1	sí	coincidència textual entre dos passades
pa-066	a veure	0	0	no	revisar contra àudio
pa-066	aviam	0	0	no	revisar contra àudio
pa-066	doncs	0	0	no	revisar contra àudio
pa-066	perquè	5	4	sí	coincidència textual entre dos passades
pa-066	a nivell	1	1	sí	coincidència textual entre dos passades
pa-066	tirar endavant	0	0	no	revisar contra àudio
pa-066	ensenyança	0	0	no	revisar contra àudio
pa-066	reformeta	0	0	no	revisar contra àudio
