ordre	categoria	score_evidencia	id_persona	forma	interval_escolta	clip	transcripcio_qa	json_qa	token_coincidencia	token_intervals_absolute	token_prob_min	token_prob_mean	token_text	text_qa	consens_dos_asr	coincidencia_temporal_asr	forma_en_qa	conf_min_segment	conf_min_base_segment	veu_proporcio	rms_p50_db	f0_median_hz	f0_iqr_hz	centroid_median_hz	pausa_mediana_s	estat_audicio	forma_confirmada_auditivament	variant_transcrita	trets_fonetics_observats	observacions_prosodiques	nota_audicio
286	A-triple-consens	9	pa-064	crec	1335.77-1345.39	clips/pa-064__crec__1335.77.wav	qa-clips/pa-064__crec__1335_77_1345_39.txt	qa-clips-json/pa-064__crec__1335_77.json	sí	1338.070-1338.440	0.9844	0.9844	crec	la família, jo crec que és l'escència de viure bé i en pau.	sí	sí	sí	0.068	0.130	0.3792	-44.39	286.12	64.00	1490.56	0.160	pendent					
287	A-triple-consens	9	pa-064	o sigui	36.73-40.23	clips/pa-064__o-sigui__36.73.wav	qa-clips/pa-064__o-sigui__36_73_40_23.txt	qa-clips-json/pa-064__o-sigui__36_73.json	sí	38.250-38.600	0.7590	0.8793	o sigui	per programar el record, o sigui, a la vida.	sí	sí	sí	0.024	0.088	0.4253	-40.75	182.39	124.81	1509.37	0.110	pendent					
288	A-triple-consens	9	pa-064	és a dir	258.61-265.03	clips/pa-064__s-a-dir__258.61.wav	qa-clips/pa-064__es-a-dir__258_61_265_03.txt	qa-clips-json/pa-064__s-a-dir__258_61.json	sí	258.690-259.280	0.0375	0.5612	És a dir	És a dir, que el Dorre de Bordelel,  en cap d'aquests temps.	sí	sí	sí	0.021	0.042	0.5344	-33.47	245.36	133.53	1264.11	0.060	pendent					
289	A-triple-consens	9	pa-065	bé	138.57-144.67	clips/pa-065__b__138.57.wav	qa-clips/pa-065__be__138_57_144_67.txt	qa-clips-json/pa-065__b__138_57.json	sí	140.040-140.340	0.9995	0.9995	bé	M'ho diu jo, molt bé, el cert que ve no el paradís,  va en marxar del paradís, però...	sí	sí	sí	0.019	0.082	0.3849	-41.67	262.04	130.00	1159.60	0.120	pendent					
290	A-triple-consens	9	pa-065	clar	221.29-226.15	clips/pa-065__clar__221.29.wav	qa-clips/pa-065__clar__221_29_226_15.txt	qa-clips-json/pa-065__clar__221_29.json	sí	222.880-223.290	0.9627	0.9627	clar	És a dir, jo tinc clar que l'Evangeli és on tinc el macar.	sí	sí	sí	0.029	0.132	0.4339	-40.23	237.63	139.14	993.92	0.100	pendent					
291	A-triple-consens	9	pa-065	crec	1276.85-1281.67	clips/pa-065__crec__1276.85.wav	qa-clips/pa-065__crec__1276_85_1281_67.txt	qa-clips-json/pa-065__crec__1276_85.json	sí	1277.680-1277.790	0.6866	0.6866	crec	Sí, jo crec que... i aquests camins, i aquests cims...	sí	sí	sí	0.037	0.093	0.3833	-36.97	205.10	92.64	1232.34	0.100	pendent					
292	A-triple-consens	9	pa-065	doncs	157.49-162.27	clips/pa-065__doncs__157.49.wav	qa-clips/pa-065__doncs__157_49_162_27.txt	qa-clips-json/pa-065__doncs__157_49.json	sí	159.720-159.750	0.7556	0.8774	doncs	i quan hi ha amor, doncs Déu, avi, tenen tots els nostres cors.	sí	sí	sí	0.057	0.072	0.4202	-39.41	264.81	122.35	1175.73	0.080	pendent					
293	A-triple-consens	9	pa-065	o sigui	191.65-195.15	clips/pa-065__o-sigui__191.65.wav	qa-clips/pa-065__o-sigui__191_65_195_15.txt	qa-clips-json/pa-065__o-sigui__191_65.json	sí	191.650-192.110	0.2516	0.6246	O sigui	O sigui que el paradís som nosaltres.	sí	sí	sí	0.068	0.163	0.4080	-41.01	188.87	42.63	1450.09	0.080	pendent					
294	A-triple-consens	9	pa-065	perquè	129.17-134.51	clips/pa-065__perqu__129.17.wav	qa-clips/pa-065__perque__129_17_134_51.txt	qa-clips-json/pa-065__perqu__129_17.json	sí	131.700-132.040	0.8717	0.8717	perquè	el paradís. Però un viu, perquè el paradís no existeix, fins i tot.	sí	sí	sí	0.037	0.106	0.5113	-34.51	190.73	91.37	1160.12	0.140	pendent					
295	A-triple-consens	9	pa-065	és a dir	221.29-226.15	clips/pa-065__s-a-dir__221.29.wav	qa-clips/pa-065__es-a-dir__221_29_226_15.txt	qa-clips-json/pa-065__s-a-dir__221_29.json	sí	221.290-221.980	0.1110	0.6568	És a dir	És a dir, jo tinc clar que l'Evangeli és on tinc el macar.	sí	sí	sí	0.036	0.132	0.4339	-40.23	237.63	139.14	993.92	0.100	pendent					
296	A-triple-consens	9	pa-066	a nivell	25.21-29.71	clips/pa-066__a-nivell__25.21.wav	qa-clips/pa-066__a-nivell__25_21_29_71.txt	qa-clips-json/pa-066__a-nivell__25_21.json	sí	28.010-28.290	0.6618	0.8472	a nivell	S'ha plogut molt via seu d'un dia bastant complicat a nivell de trànsit.	sí	sí	sí	0.219	0.118	0.7321	-30.71	278.12	38.98	1050.83	0.040	pendent					
297	A-triple-consens	9	pa-066	bueno	357.23-362.57	clips/pa-066__bueno__357.23.wav	qa-clips/pa-066__bueno__357_23_362_57.txt	qa-clips-json/pa-066__bueno__357_23.json	sí	358.700-359.300	0.8366	0.8366	bueno	de la perifèria, i, bueno, jo recordo que he passat...	sí	sí	sí	0.039	0.053	0.5865	-33.43	245.16	97.19	1117.50	0.080	pendent					
298	A-triple-consens	9	pa-066	bé	10.13-15.71	clips/pa-066__b__10.13.wav	qa-clips/pa-066__be__10_13_15_71.txt	qa-clips-json/pa-066__b__10_13.json	sí	12.670-13.560	0.4289	0.4289	bé	el trànsit estava complicat.  I bé, venint de casa meva, que jo vivia...	sí	sí	sí	0.082	0.110	0.7266	-27.40	291.78	43.84	1218.29	0.040	pendent					
299	A-triple-consens	9	pa-066	crec	219.63-227.13	clips/pa-066__crec__219.63.wav	qa-clips/pa-066__crec__219_63_227_13.txt	qa-clips-json/pa-066__crec__219_63.json	sí	224.190-224.650	0.4971	0.4971	crec	La col·laboració del banc amb l'entorn amb el país crec que va ser important.	sí	sí	sí	0.156	0.125	0.7781	-24.18	249.22	89.18	1119.49	0.080	pendent					
300	A-triple-consens	9	pa-066	de fet	44.37-49.71	clips/pa-066__de-fet__44.37.wav	qa-clips/pa-066__de-fet__44_37_49_71.txt	qa-clips-json/pa-066__de-fet__44_37.json	sí	45.830-46.160	0.7471	0.8722	de fet	En aquest edifici, de fet, va ser l'únic, va ser important, no?	sí	sí	sí	0.088	0.073	0.6729	-30.38	287.18	72.24	1141.12	0.060	pendent					
301	A-triple-consens	9	pa-066	evidentment	89.75-95.41	clips/pa-066__evidentment__89.75.wav	qa-clips/pa-066__evidentment__89_75_95_41.txt	qa-clips-json/pa-066__evidentment__89_75.json	sí	89.750-91.130	0.0340	0.5098	evidentment	evidentment tota la part del sota em va quedar absolutament inundat.	sí	sí	sí	0.045	0.018	0.6596	-30.00	280.11	107.34	1151.31	0.090	pendent					
302	A-triple-consens	9	pa-066	llavors	16.21-20.35	clips/pa-066__llavors__16.21.wav	qa-clips/pa-066__llavors__16_21_20_35.txt	qa-clips-json/pa-066__llavors__16_21.json	sí	17.610-18.050	0.7958	0.8590	llavors	a l'arribar al pont del que llavors era el pris únic.	sí	sí	sí	0.052	0.118	0.7136	-30.41	284.24	46.15	999.01	0.040	pendent					
303	A-triple-consens	9	pa-066	perquè	21.81-26.71	clips/pa-066__perqu__21.81.wav	qa-clips/pa-066__perque__21_81_26_71.txt	qa-clips-json/pa-066__perqu__21_81.json	sí	24.000-24.070	0.4434	0.4434	perquè	que pot passar.  Era bastant previsible perquè el dia anterior  havia plogut molt, havia sigut un dia...	sí	sí	sí	0.056	0.122	0.7459	-27.71	278.78	51.82	1021.16	0.050	pendent					
304	D-divergent	7	pa-009	diguem	60.25-66.75	clips/pa-009__diguem__60.25.wav	qa-clips/pa-009__diguem__60_25_66_75.txt							que seria l'aliació perfecta per tenir una bona sonoritat.	sí	sí	no	0.583	0.121	0.4506	-36.01	169.94	40.12	1399.50	0.140	pendent					
305	D-divergent	7	pa-049	a nivell	1396.25-1400.75	clips/pa-049__a-nivell__1396.25.wav	qa-clips/pa-049__a-nivell__1396_25_1400_75.txt							de la gent que no té l'escenari de l'escenari.	sí	sí	no	0.570	0.077	0.7321	-25.74	228.27	131.18	1340.22	0.040	pendent					
306	D-divergent	7	pa-004	doncs	416.21-423.31	clips/pa-004__doncs__416.21.wav	qa-clips/pa-004__doncs__416_21_423_31.txt							costava una punyera de grà que representava uns 3 quilos de grà.	sí	sí	no	0.044	0.052	0.2938	-39.55	316.21	55.22	1211.27	0.190	pendent					
307	D-divergent	7	pa-005	clar	155.93-159.99	clips/pa-005__clar__155.93.wav	qa-clips/pa-005__clar__155_93_159_99.txt							per dir-ho a la gent que ho va dir a l'Àfrica.	sí	sí	no	0.063	0.104	0.0297	-48.85	222.18	14.62	1593.06	0.730	pendent					
308	D-divergent	7	pa-006	evidentment	124.25-131.75	clips/pa-006__evidentment__124.25.wav	qa-clips/pa-006__evidentment__124_25_131_75.txt							Aquest tipus de rota d'aigua es fa servir amb rius, amb una gran quantitat d'aigua.	sí	sí	no	0.064	0.181	0.5695	-32.73	179.86	139.34	797.41	0.070	pendent					
309	D-divergent	7	pa-008	diguem	374.25-379.75	clips/pa-008__diguem__374.25.wav	qa-clips/pa-008__diguem__374_25_379_75.txt							de Carlet.  Diríem que pràcticament la definició de les falles d'Andorra és absurda.	sí	sí	no	0.267	0.051	0.4453	-35.99	172.14	154.53	1375.31	0.120	pendent					
310	D-divergent	7	pa-008	doncs	55.25-59.75	clips/pa-008__doncs__55.25.wav	qa-clips/pa-008__doncs__55_25_59_75.txt							Per què? Perquè el que fem als fallares és la seva escorça palar-la.	sí	sí	no	0.152	0.045	0.5045	-34.33	200.37	62.32	1241.33	0.120	pendent					
311	D-divergent	7	pa-010	bé	24.65-31.67	clips/pa-010__b__24.65.wav	qa-clips/pa-010__be__24_65_31_67.txt							oponímia i risc geològics. I doncs vei avui com a col·laboració dins d'aquest  cicle de capsules d'història en temps de confinament.	sí	sí	no	0.057	0.031	0.6314	-30.23	160.70	179.53	949.76	0.100	pendent					
312	D-divergent	7	pa-012	doncs	411.25-416.75	clips/pa-012__doncs__411.25.wav	qa-clips/pa-012__doncs__411_25_416_75.txt							aquí veient un equip de dallasres que estan treballant.	sí	sí	no	0.252	0.027	0.6350	-25.46	284.64	62.79	1984.14	0.440	pendent					
313	D-divergent	7	pa-013	evidentment	530.29-540.27	clips/pa-013__evidentment__530.29.wav	qa-clips/pa-013__evidentment__530_29_540_27.txt							i algunes de les seves característiques són l'ús del graní, un material difícil de treballar, però molt bons resultats.	sí	sí	no	0.145	0.208	0.7550	-21.46	311.48	114.09	1260.68	0.060	pendent					
314	D-divergent	7	pa-014	doncs	180.05-188.55	clips/pa-014__doncs__180.05.wav	qa-clips/pa-014__doncs__180_05_188_55.txt							i això és el més bonic que hi ha.  M'ha apassionat més a ensenyar quan m'ho demana...	sí	sí	no	0.141	0.052	0.7241	-25.96	140.62	29.07	1136.85	0.080	pendent					
315	D-divergent	7	pa-014	és a dir	95.45-107.35	clips/pa-014__s-a-dir__95.45.wav	qa-clips/pa-014__es-a-dir__95_45_107_35.txt							Me n'he assabentat de moltes coses i m'he fet una miqueta estudiós del ball del contrapàs.	sí	sí	no	0.074	0.088	0.5623	-31.49	142.57	34.93	1097.81	0.080	pendent					
316	D-divergent	7	pa-016	bueno	93.17-100.83	clips/pa-016__bueno__93.17.wav	qa-clips/pa-016__bueno__93_17_100_83.txt							i la responsabilitat que tens, per mi és imposa.  Crec que sí, jo no tinc...	sí	sí	no	0.086	0.127	0.3717	-40.06	280.25	42.72	1757.40	0.100	pendent					
317	D-divergent	7	pa-018	bé	210.65-215.47	clips/pa-018__b__210.65.wav	qa-clips/pa-018__be__210_65_215_47.txt							dintre de l'UCPA, quan es va formar.	sí	sí	no	0.066	0.141	0.5875	-32.35	256.54	35.07	867.23	0.060	pendent					
318	D-divergent	7	pa-018	és a dir	74.49-79.83	clips/pa-018__s-a-dir__74.49.wav	qa-clips/pa-018__es-a-dir__74_49_79_83.txt							que volien ser com un poc.	sí	sí	no	0.089	0.129	0.6504	-29.65	262.17	51.98	914.44	0.120	pendent					
319	D-divergent	7	pa-019	doncs	46.25-49.75	clips/pa-019__doncs__46.25.wav	qa-clips/pa-019__doncs__46_25_49_75.txt							venien en costa de dictadura, sí, i nosaltres...	sí	sí	no	0.177	0.077	0.5230	-34.79	211.95	186.64	968.98	0.080	pendent					
320	D-divergent	7	pa-020	evidentment	117.57-122.27	clips/pa-020__evidentment__117.57.wav	qa-clips/pa-020__evidentment__117_57_122_27.txt							d'una manera i d'una altra.	sí	sí	no	0.038	0.057	0.6068	-32.08	188.01	23.04	945.99	0.100	pendent					
321	D-divergent	7	pa-020	tirar endavant	33.45-36.95	clips/pa-020__tirar-endavant__33.45.wav	qa-clips/pa-020__tirar-endavant__33_45_36_95.txt							i de tirant demà, i de...	sí	sí	no	0.048	0.041	0.5057	-33.34	209.74	105.23	1287.76	0.050	pendent					
322	D-divergent	7	pa-021	clar	125.89-131.23	clips/pa-021__clar__125.89.wav	qa-clips/pa-021__clar__125_89_131_23.txt							i això els quins vam entrar.	sí	sí	no	0.044	0.094	0.6090	-32.63	140.30	104.40	1074.86	0.060	pendent					
323	D-divergent	7	pa-022	de fet	420.21-424.71	clips/pa-022__de-fet__420.21.wav	qa-clips/pa-022__de-fet__420_21_424_71.txt							és una cosa que no té res a veure amb aquests darrers anys.	sí	sí	no	0.113	0.081	0.5536	-33.26	118.29	150.07	1135.40	0.060	pendent					
324	D-divergent	7	pa-023	crec	42.93-50.23	clips/pa-023__crec__42.93.wav	qa-clips/pa-023__crec__42_93_50_23.txt							Com que no depenia del govern, el PAM creia que era en 84.	sí	sí	no	0.063	0.036	0.6593	-29.50	142.64	136.71	839.06	0.060	pendent					
325	D-divergent	7	pa-025	bueno	909.25-914.07	clips/pa-025__bueno__909.25.wav	qa-clips/pa-025__bueno__909_25_914_07.txt							De fet, és el mateix moment, l'any 90, el que ens molesta.	sí	sí	no	0.048	0.120	0.6000	-31.35	224.11	119.40	938.16	0.100	pendent					
326	D-divergent	7	pa-025	bé	1023.77-1027.67	clips/pa-025__b__1023.77.wav	qa-clips/pa-025__be__1023_77_1027_67.txt							Tenia directe el que s'estava fent i com ho estàvem fent, perquè era molt clop.	sí	sí	no	0.147	0.085	0.6031	-33.16	280.46	107.99	907.57	0.100	pendent					
327	D-divergent	7	pa-025	doncs	59.89-66.03	clips/pa-025__doncs__59.89.wav	qa-clips/pa-025__doncs__59_89_66_03.txt							de les conseqüències i de les conseqüències que tenen.	sí	sí	no	0.022	0.131	0.5392	-30.54	241.91	33.82	1043.76	0.110	pendent					
328	D-divergent	7	pa-025	vull dir	643.73-649.59	clips/pa-025__vull-dir__643.73.wav	qa-clips/pa-025__vull-dir__643_73_649_59.txt							La realitat podria discutir  si vam fer una cosa o una altra, però tenim les actes.	sí	sí	no	0.170	0.036	0.7397	-28.90	248.14	57.92	812.93	0.060	pendent					
329	D-divergent	7	pa-025	és a dir	64.61-70.95	clips/pa-025__s-a-dir__64.61.wav	qa-clips/pa-025__es-a-dir__64_61_70_95.txt							i el que ha de fer és que aquí no teníem veritablement un Parlament.	sí	sí	no	0.059	0.106	0.7310	-28.61	237.53	91.10	863.46	0.100	pendent					
330	D-divergent	7	pa-026	bueno	194.89-200.75	clips/pa-026__bueno__194.89.wav	qa-clips/pa-026__bueno__194_89_200_75.txt							Bé, ben proposat, ben guanyat les eleccions del 89.	sí	sí	no	0.034	0.090	0.5171	-33.08	241.12	199.39	1040.80	0.060	pendent					
331	D-divergent	7	pa-026	clar	6.33-9.67	clips/pa-026__clar__6.33.wav	qa-clips/pa-026__clar__6_33_9_67.txt							i no el comú, amb quatre anys.	sí	sí	no	0.033	0.077	0.3916	-39.35	275.46	106.45	1402.44	0.100	pendent					
332	D-divergent	7	pa-026	evidentment	1648.81-1653.83	clips/pa-026__evidentment__1648.81.wav	qa-clips/pa-026__evidentment__1648_81_1653_83.txt							de les llibertats dels drets i llibertats que hi ha a la Constitució.	sí	sí	no	0.103	0.101	0.5520	-33.59	255.21	194.11	1234.61	0.080	pendent					
333	D-divergent	7	pa-026	és a dir	64.09-68.39	clips/pa-026__s-a-dir__64.09.wav	qa-clips/pa-026__es-a-dir__64_09_68_39.txt							Sí, sí, a veure.	sí	sí	no	0.041	0.316	0.2150	-49.54	267.70	64.16	1977.87	0.480	pendent					
334	D-divergent	7	pa-027	bé	30.97-36.55	clips/pa-027__b__30.97.wav	qa-clips/pa-027__be__30_97_36_55.txt							I ara la meva consellera està parlant molt públic.  Allà hi havia molt públic, hi va haver bullíssim.	sí	sí	no	0.047	0.095	0.4532	-36.52	214.73	134.30	1025.33	0.100	pendent					
335	D-divergent	7	pa-027	doncs	18.01-24.51	clips/pa-027__doncs__18.01.wav	qa-clips/pa-027__doncs__18_01_24_51.txt							i inicialment el cíndic parlava amb els consellers.	sí	sí	no	0.034	0.081	0.5216	-33.87	242.66	119.29	1188.00	0.100	pendent					
336	D-divergent	7	pa-028	bueno	28.37-32.59	clips/pa-028__bueno__28.37.wav	qa-clips/pa-028__bueno__28_37_32_59.txt							Bé, bé, bé, bé, bé, bé...  Bé, bé, bé, bé, bé, bé...	sí	sí	no	0.022	0.028	0.4571	-37.14	143.34	19.99	1409.23	0.160	pendent					
337	D-divergent	7	pa-028	diguem	168.89-174.15	clips/pa-028__diguem__168.89.wav	qa-clips/pa-028__diguem__168_89_174_15.txt							m'és fort o més velló, però...	sí	sí	no	0.067	0.095	0.3435	-46.11	128.14	24.59	1709.47	0.100	pendent					
338	D-divergent	7	pa-028	perquè	142.89-147.99	clips/pa-028__perqu__142.89.wav	qa-clips/pa-028__perque__142_89_147_99.txt							i el que hem de fer és fer-ho i fer-ho i fer-ho.	sí	sí	no	0.047	0.071	0.4291	-40.30	126.43	14.45	1767.01	0.120	pendent					
339	D-divergent	7	pa-029	clar	358.61-362.11	clips/pa-029__clar__358.61.wav	qa-clips/pa-029__clar__358_61_362_11.txt							en aquell moment hi va haver un compromís, el 100%.	sí	sí	no	0.224	0.085	0.6207	-32.46	220.03	201.75	908.63	0.040	pendent					
340	D-divergent	7	pa-030	clar	61.89-66.83	clips/pa-030__clar__61.89.wav	qa-clips/pa-030__clar__61_89_66_83.txt							que no tenia res a veure amb ell.	sí	sí	no	0.033	0.145	0.6992	-30.03	138.07	142.81	975.37	0.050	pendent					
341	D-divergent	7	pa-030	perquè	31.89-36.39	clips/pa-030__perqu__31.89.wav	qa-clips/pa-030__perque__31_89_36_39.txt							que el que hem de fer és agrair aquests quatre anys.	sí	sí	no	0.022	0.114	0.4821	-37.48	131.80	134.97	1250.95	0.240	pendent					
342	D-divergent	7	pa-031	bueno	111.73-115.67	clips/pa-031__bueno__111.73.wav	qa-clips/pa-031__bueno__111_73_115_67.txt							A mi em pensava que jo pensava i els consellers, els companys de...	sí	sí	no	0.019	0.108	0.7704	-28.58	136.66	139.23	950.60	0.070	pendent					
343	D-divergent	7	pa-031	vull dir	207.77-212.75	clips/pa-031__vull-dir__207.77.wav	qa-clips/pa-031__vull-dir__207_77_212_75.txt							No ho sé, és que no és el meu cas.  No ho sé, és el meu cas.	sí	sí	no	0.108	0.078	0.4758	-36.12	133.73	123.43	1163.65	0.080	pendent					
344	D-divergent	7	pa-033	doncs	6.61-10.79	clips/pa-033__doncs__6.61.wav	qa-clips/pa-033__doncs__6_61_10_79.txt							i els temps de tribuna que portàvem aquesta idea al cap i al nivell nacional,	sí	sí	no	0.092	0.092	0.6587	-30.11	273.19	200.42	964.00	0.060	pendent					
345	D-divergent	7	pa-034	clar	55.05-59.71	clips/pa-034__clar__55.05.wav	qa-clips/pa-034__clar__55_05_59_71.txt							i el que va passar a l'estat espanyol.	sí	sí	no	0.039	0.096	0.5733	-32.41	162.15	44.79	1050.43	0.100	pendent					
346	D-divergent	7	pa-034	perquè	51.85-56.47	clips/pa-034__perqu__51.85.wav	qa-clips/pa-034__perque__51_85_56_47.txt							i el que fa és que el que faci és que t'hi posis.	sí	sí	no	0.025	0.163	0.5957	-30.44	196.06	100.23	1036.44	0.080	pendent					
347	D-divergent	7	pa-035	bé	715.81-720.31	clips/pa-035__b__715.81.wav	qa-clips/pa-035__be__715_81_720_31.txt							i això és el que ha de fer.	sí	sí	no	0.071	0.190	0.5714	-31.25	234.54	132.05	970.17	0.260	pendent					
348	D-divergent	7	pa-035	evidentment	472.93-481.79	clips/pa-035__evidentment__472.93.wav	qa-clips/pa-035__evidentment__472_93_481_79.txt							de la gent que va ser a la ciutat i a la ciutat.  A la ciutat no s'havia d'agafar els llocs,  els llocs que tenien el poder.	sí	sí	no	0.047	0.135	0.3733	-46.01	165.50	140.73	1652.17	0.200	pendent					
349	D-divergent	7	pa-036	llavors	535.25-538.75	clips/pa-036__llavors__535.25.wav	qa-clips/pa-036__llavors__535_25_538_75.txt							A mi m'ho he fet junts, doncs jo ja m'hi he canviat tot el men.	sí	sí	no	0.400	0.075	0.5862	-32.32	215.14	125.16	1054.83	0.060	pendent					
350	D-divergent	7	pa-038	diguem	251.25-260.55	clips/pa-038__diguem__251.25.wav	qa-clips/pa-038__diguem__251_25_260_55.txt							el seu gust, però generalment inspirats o tele dirigits.	sí	sí	no	0.022	0.157	0.6573	-30.26	213.42	134.76	968.04	0.140	pendent					
351	D-divergent	7	pa-039	bueno	530.89-537.23	clips/pa-039__bueno__530.89.wav	qa-clips/pa-039__bueno__530_89_537_23.txt							Aquesta gent va reaccionar de la mateixa manera que els altres.	sí	sí	no	0.182	0.077	0.5791	-32.45	157.73	47.22	1346.40	0.100	pendent					
352	D-divergent	7	pa-039	clar	45.29-49.71	clips/pa-039__clar__45.29.wav	qa-clips/pa-039__clar__45_29_49_71.txt							i el que hem de fer és anar a l'estiu de la qüestió.	sí	sí	no	0.031	0.061	0.6864	-30.44	192.01	79.19	1337.01	0.060	pendent					
353	D-divergent	7	pa-040	bé	32.81-38.63	clips/pa-040__b__32.81.wav	qa-clips/pa-040__be__32_81_38_63.txt							i el que ha passat és el que ha passat.  I el que ha passat és el que ha passat.	sí	sí	no	0.070	0.075	0.7690	-28.76	202.99	110.08	1211.82	0.040	pendent					
354	D-divergent	7	pa-040	doncs	210.05-214.99	clips/pa-040__doncs__210.05.wav	qa-clips/pa-040__doncs__210_05_214_99.txt							A l'aprovació, l'atenció prevista que hi va haver,  es van tenir que fer molts passillos per anar a la qüestió.	sí	sí	no	0.095	0.122	0.6626	-30.77	208.92	117.25	965.51	0.060	pendent					
355	D-divergent	7	pa-041	doncs	209.25-217.75	clips/pa-041__doncs__209.25.wav	qa-clips/pa-041__doncs__209_25_217_75.txt							I per altra banda, si aquesta maternal endurrana que estava ubicada en unes aules...	sí	sí	no	0.322	0.014	0.6604	-28.93	199.06	140.91	1227.93	0.050	pendent					
356	D-divergent	7	pa-041	llavors	108.25-115.75	clips/pa-041__llavors__108.25.wav	qa-clips/pa-041__llavors__108_25_115_75.txt							Era una pinya. Abans ho parlàvem amb una persona implicada en la cuina de l'escola, els pares.	sí	sí	no	0.244	0.182	0.6925	-28.67	213.46	158.26	1004.13	0.060	pendent					
357	D-divergent	7	pa-041	és a dir	259.25-265.75	clips/pa-041__s-a-dir__259.25.wav	qa-clips/pa-041__es-a-dir__259_25_265_75.txt							saps? El plantejament lingüístic va ser potser també un element...	sí	sí	no	0.217	0.029	0.5340	-33.43	201.61	40.52	1110.94	0.050	pendent					
358	D-divergent	7	pa-042	clar	101.97-106.63	clips/pa-042__clar__101.97.wav	qa-clips/pa-042__clar__101_97_106_63.txt							I ja no podes fer el mateix que feies abans.	sí	sí	no	0.047	0.106	0.7112	-26.31	225.92	137.21	1463.57	0.080	pendent					
359	D-divergent	7	pa-042	crec	32.01-37.35	clips/pa-042__crec__32.01.wav	qa-clips/pa-042__crec__32_01_37_35.txt							i el que hem de fer és que no hi hagi gaire malaltia.	sí	sí	no	0.054	0.171	0.6917	-24.69	219.02	55.97	1359.70	0.080	pendent					
360	D-divergent	7	pa-043	doncs	15.25-19.75	clips/pa-043__doncs__15.25.wav	qa-clips/pa-043__doncs__15_25_19_75.txt							i a part era això de fa 15 anys que tinc 15 anys, que és...	sí	sí	no	0.326	0.037	0.6205	-30.71	240.88	155.26	1420.55	0.060	pendent					
361	D-divergent	7	pa-045	aleshores	1193.41-1197.91	clips/pa-045__aleshores__1193.41.wav	qa-clips/pa-045__aleshores__1193_41_1197_91.txt							A les hores se fa la pregunta obligada.	sí	sí	no	0.271	0.139	0.6161	-28.37	209.95	54.81	1260.23	0.050	pendent					
362	D-divergent	7	pa-045	bueno	261.05-270.91	clips/pa-045__bueno__261.05.wav	qa-clips/pa-045__bueno__261_05_270_91.txt							Bé, sí, és evident, és un bon...	sí	sí	no	0.019	0.032	0.4207	-38.07	254.27	96.46	1472.02	0.200	pendent					
363	D-divergent	7	pa-045	crec	240.61-245.63	clips/pa-045__crec__240.61.wav	qa-clips/pa-045__crec__240_61_245_63.txt							No ho sé, però no ho sé.	sí	sí	no	0.041	0.037	0.4160	-39.10	296.89	59.12	1294.47	0.050	pendent					
364	D-divergent	7	pa-046	bueno	128.01-131.51	clips/pa-046__bueno__128.01.wav	qa-clips/pa-046__bueno__128_01_131_51.txt							No és el que ha de fer, sinó el que s'ha de fer.	sí	sí	no	0.016	0.103	0.6034	-32.64	224.46	70.63	1088.54	0.080	pendent					
365	D-divergent	7	pa-046	crec	208.41-212.47	clips/pa-046__crec__208.41.wav	qa-clips/pa-046__crec__208_41_212_47.txt							i el que hem fet és que hi hagi una via certada.	sí	sí	no	0.045	0.095	0.6386	-31.05	208.02	50.75	975.93	0.050	pendent					
366	D-divergent	7	pa-046	evidentment	705.69-711.03	clips/pa-046__evidentment__705.69.wav	qa-clips/pa-046__evidentment__705_69_711_03.txt							que es podria fer a l'estat espanyol.	sí	sí	no	0.080	0.055	0.6090	-32.50	279.46	66.19	1141.13	0.070	pendent					
367	D-divergent	7	pa-048	bueno	227.17-233.03	clips/pa-048__bueno__227.17.wav	qa-clips/pa-048__bueno__227_17_233_03.txt							Bé, però, juntant l'aigua, la pedra, la pedra feta pedra.	sí	sí	no	0.067	0.071	0.5582	-33.76	231.76	84.09	1105.02	0.080	pendent					
368	D-divergent	7	pa-048	clar	389.65-392.15	clips/pa-048__clar__389.65.wav	qa-clips/pa-048__clar__389_65_392_15.txt							A mi m'agrada molt.	sí	sí	no	0.055	0.039	0.5161	-34.56	180.57	55.84	1310.15	0.060	pendent					
369	D-divergent	7	pa-055	bueno	194.93-200.67	clips/pa-055__bueno__194.93.wav	qa-clips/pa-055__bueno__194_93_200_67.txt							i bé, ben proposat, ben guanyat les eleccions del 89.	sí	sí	no	0.015	0.032	0.5210	-33.43	241.67	203.94	1001.83	0.060	pendent					
370	D-divergent	7	pa-055	bé	358.57-362.07	clips/pa-055__b__358.57.wav	qa-clips/pa-055__be__358_57_362_07.txt							B, no?	sí	sí	no	0.018	0.055	0.1379	-54.74	244.00	116.37	2092.09	0.900	pendent					
371	D-divergent	7	pa-055	clar	6.29-9.67	clips/pa-055__clar__6.29.wav	qa-clips/pa-055__clar__6_29_9_67.txt							i no el comú, amb quatre anys.	sí	sí	no	0.038	0.082	0.4107	-38.86	276.55	99.40	1483.69	0.100	pendent					
372	D-divergent	7	pa-055	és a dir	63.89-68.59	clips/pa-055__s-a-dir__63.89.wav	qa-clips/pa-055__es-a-dir__63_89_68_59.txt							Sí, sí, a veure...	sí	sí	no	0.032	0.032	0.1923	-50.42	268.58	60.60	2032.44	0.490	pendent					
