candidat_a	candidat_b	n_formes_compartides	formes	estat
lead-rtva-023-josep-maria-cases	lead-yt-046-alberto-villagrasa	9	a veure;bueno;bé;clar;comú;doncs;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-023-josep-maria-cases	lead-yt-047-katia-ustina	7	Andorra;bueno;bé;doncs;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-023-josep-maria-cases	lead-yt-048-ander-mirambell	12	Andorra;a nivell;a veure;bueno;bé;clar;comú;doncs;família;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-023-josep-maria-cases	lead-yt-049-joan-piquet	13	a nivell;a veure;bueno;bé;clar;diguem;doncs;llavors;no?;o sigui;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-023-josep-maria-cases	lead-yt-050-pau-chica	12	Andorra;a nivell;a veure;bueno;bé;clar;doncs;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-023-josep-maria-cases	lead-yt-051-albert-vilaro	11	Andorra;a veure;bueno;bé;clar;diguem;doncs;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-023-josep-maria-cases	lead-yt-052-valenti-closa	13	a nivell;a veure;bueno;bé;clar;comú;doncs;llavors;no?;o sigui;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-023-josep-maria-cases	lead-yt-053-sonia-andorrita	11	Andorra;a veure;bueno;bé;clar;comú;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-023-josep-maria-cases	lead-yt-054-francesc-solana	14	Andorra;a veure;bueno;bé;clar;diguem;doncs;equip;llavors;no?;o sigui;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-023-josep-maria-cases	lead-yt-055-enric-flix	14	Andorra;Ordino;a veure;bueno;bé;clar;doncs;empresa;empresari;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-023-josep-maria-cases	lead-yt-056-arnau-fortuny	15	Andorra;a veure;bueno;bé;clar;diguem;doncs;empresa;llavors;negoci;no?;o sigui;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-023-josep-maria-cases	lead-yt-057-gabriel-lezkano	8	bueno;bé;clar;doncs;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-023-josep-maria-cases	lead-yt-058-nuria-pablos	12	Andorra;a veure;bueno;bé;clar;doncs;llavors;no?;o sigui;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-rtva-025-albert-gelabert	19	Andorra;a nivell;a veure;bueno;bé;català;clar;comunals;comú;de fet;doncs;família;llavors;no?;o sigui;per tant;perquè;poble;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-rtva-026-rosa-maria-mandico	19	Andorra;Canillo;a nivell;a veure;bueno;bé;clar;comunal;comú;de fet;doncs;família;llavors;no?;per tant;perquè;poble;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-rtva-027-jordi-guillamet	17	Andorra;a nivell;a veure;bueno;bé;català;clar;de fet;doncs;família;llavors;no?;per tant;perquè;poble;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-rtva-028-pere-besoli	18	Andorra;a veure;bueno;bé;català;clar;comú;de fet;doncs;família;festa;llavors;no?;o sigui;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-rtva-029-angelina-mas	17	Andorra;Canillo;a veure;bueno;bé;clar;comú;de fet;doncs;família;llavors;no?;per tant;perquè;poble;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-rtva-030-casimir-arajol	12	Andorra;a veure;bueno;bé;clar;doncs;família;festa;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-rtva-031-ramon-rossell	18	Canillo;a veure;bueno;bé;català;clar;de fet;doncs;família;festa;llavors;no?;o sigui;per tant;perquè;poble;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-rtva-032-anna-riberaygua	18	Andorra;a veure;bueno;bé;casa;clar;comú;cultura;de fet;doncs;família;llavors;no?;o sigui;per tant;perquè;poble;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-rtva-059-carles-ensenyat	3	bé;doncs;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-rtva-060-xavier-espot-actual	1	per tant	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-rtva-061-antoni-morell	2	comunal;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-033-david-montane	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-034-antoni-marti	8	Andorra;a nivell;a veure;bé;català;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-035-cerni-escale	13	a nivell;bueno;bé;català;comunals;comú;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-036-xavier-espot	12	Andorra;a veure;bé;clar;comú;cultura;de fet;doncs;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-037-oscar-ribas	10	Andorra;a veure;bueno;bé;comú;doncs;llavors;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-038-conxita-marsol	8	Andorra;bueno;bé;doncs;família;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-039-marta-roure	15	Andorra;a nivell;a veure;bueno;bé;català;clar;de fet;doncs;família;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-040-guillem-forne	14	Andorra;a nivell;a veure;bueno;bé;clar;cultura;de fet;doncs;no?;o sigui;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-041-guillem-areny	3	bueno;bé;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-042-andreu-gonzalez	13	Andorra;a nivell;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-043-oriol-agorreta	11	a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-044-laura-casanovas	14	Andorra;Canillo;a veure;bueno;bé;català;clar;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-045-arnau-rius	13	a nivell;a veure;bueno;bé;casa;clar;de fet;doncs;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-046-alberto-villagrasa	10	a veure;bueno;bé;clar;comú;doncs;no?;o sigui;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-047-katia-ustina	7	Andorra;bueno;bé;doncs;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-048-ander-mirambell	13	Andorra;a nivell;a veure;bueno;bé;clar;comú;doncs;família;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-049-joan-piquet	14	a nivell;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-050-pau-chica	15	Andorra;a nivell;a veure;bueno;bé;català;clar;doncs;llavors;llibre;no?;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-051-albert-vilaro	11	Andorra;a veure;bueno;bé;clar;doncs;no?;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-052-valenti-closa	15	a nivell;a veure;bueno;bé;clar;comú;cultura;de fet;doncs;llavors;no?;o sigui;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-053-sonia-andorrita	13	Andorra;a veure;bueno;bé;clar;comú;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-054-francesc-solana	12	Andorra;a veure;bueno;bé;clar;doncs;llavors;no?;o sigui;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-055-enric-flix	12	Andorra;a veure;bueno;bé;clar;doncs;llavors;no?;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-056-arnau-fortuny	14	Andorra;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-057-gabriel-lezkano	10	bueno;bé;clar;cultura;doncs;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-024-denisa-font	lead-yt-058-nuria-pablos	14	Andorra;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-rtva-026-rosa-maria-mandico	24	Andorra;Govern;a nivell;a veure;bueno;bé;clar;comú;consell;conseller;de fet;diguem;doncs;educació;equip;escola;família;llavors;no?;parròquia;per tant;perquè;poble;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-rtva-027-jordi-guillamet	21	Andorra;Govern;a nivell;a veure;bueno;bé;català;clar;consell;de fet;doncs;escola;evidentment;família;història;llavors;no?;per tant;perquè;poble;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-rtva-028-pere-besoli	23	Andorra;Escaldes;Govern;a veure;bueno;bé;català;clar;comú;de fet;diguem;doncs;equip;escola;evidentment;família;història;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-rtva-029-angelina-mas	22	Andorra;Escaldes;Govern;a veure;bueno;bé;clar;comú;consell;de fet;doncs;educació;equip;escola;família;història;llavors;no?;per tant;perquè;poble;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-rtva-030-casimir-arajol	17	Andorra;Govern;a veure;bueno;bé;clar;consell;conseller;diguem;doncs;escola;família;història;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-rtva-031-ramon-rossell	25	Escaldes;Govern;a veure;aleshores;bueno;bé;català;clar;conseller;de fet;diguem;doncs;educació;escola;evidentment;família;història;llavors;no?;o sigui;parròquia;per tant;perquè;poble;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-rtva-032-anna-riberaygua	23	Andorra;Govern;a veure;andorrana;bueno;bé;clar;comú;consell;de fet;doncs;educació;equip;escola;evidentment;família;història;llavors;no?;o sigui;per tant;perquè;poble	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-rtva-059-carles-ensenyat	6	Escaldes;bé;comuns;doncs;evidentment;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-rtva-060-xavier-espot-actual	2	Govern;per tant	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-rtva-061-antoni-morell	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-033-david-montane	4	clar;comuns;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-034-antoni-marti	9	Andorra;a nivell;a veure;bé;català;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-035-cerni-escale	15	a nivell;aleshores;bueno;bé;català;comunals;comú;de fet;doncs;evidentment;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-036-xavier-espot	15	Andorra;a veure;bé;clar;comuns;comú;de fet;diguem;doncs;evidentment;o sigui;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-037-oscar-ribas	11	Andorra;a veure;bueno;bé;comú;doncs;evidentment;llavors;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-038-conxita-marsol	8	Andorra;bueno;bé;doncs;família;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-039-marta-roure	15	Andorra;a nivell;a veure;bueno;bé;català;clar;de fet;doncs;família;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-040-guillem-forne	17	Andorra;La Massana;Massana;a nivell;a veure;bueno;bé;clar;conseller;de fet;diguem;doncs;no?;o sigui;parròquia;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-041-guillem-areny	4	aleshores;bueno;bé;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-042-andreu-gonzalez	14	Andorra;a nivell;a veure;bueno;bé;clar;de fet;doncs;evidentment;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-043-oriol-agorreta	12	a veure;bueno;bé;clar;de fet;doncs;evidentment;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-044-laura-casanovas	14	Andorra;Escaldes;a veure;bueno;bé;català;clar;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-045-arnau-rius	11	a nivell;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-046-alberto-villagrasa	11	a veure;bueno;bé;clar;comú;doncs;evidentment;no?;o sigui;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-047-katia-ustina	7	Andorra;bueno;bé;doncs;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-048-ander-mirambell	13	Andorra;a nivell;a veure;bueno;bé;clar;comú;doncs;família;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-049-joan-piquet	15	a nivell;a veure;bueno;bé;clar;de fet;diguem;doncs;evidentment;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-050-pau-chica	16	Andorra;a nivell;a veure;bueno;bé;català;clar;doncs;evidentment;història;llavors;no?;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-051-albert-vilaro	11	Andorra;a veure;bueno;bé;clar;diguem;doncs;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-052-valenti-closa	15	Escaldes;a nivell;a veure;bueno;bé;clar;comú;de fet;doncs;llavors;no?;o sigui;parròquia;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-053-sonia-andorrita	14	Andorra;Escaldes;a veure;bueno;bé;clar;comú;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-054-francesc-solana	14	Andorra;a veure;bueno;bé;clar;diguem;doncs;equip;evidentment;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-055-enric-flix	13	Andorra;a veure;aleshores;bueno;bé;clar;doncs;evidentment;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-056-arnau-fortuny	15	Andorra;a veure;bueno;bé;clar;de fet;diguem;doncs;evidentment;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-057-gabriel-lezkano	10	bueno;bé;clar;doncs;evidentment;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-025-albert-gelabert	lead-yt-058-nuria-pablos	14	Andorra;Escaldes;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-rtva-027-jordi-guillamet	20	Andorra;Govern;a nivell;a veure;bueno;bé;clar;consell;de fet;doncs;escola;família;llavors;muntanya;no?;per tant;perquè;poble;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-rtva-028-pere-besoli	19	Andorra;Govern;a veure;bueno;bé;clar;comú;de fet;diguem;doncs;equip;escola;família;llavors;no?;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-rtva-029-angelina-mas	23	Andorra;Canillo;Govern;Santa Coloma;a veure;bueno;bé;clar;comú;consell;de fet;doncs;educació;equip;escola;família;llavors;no?;per tant;perquè;poble;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-rtva-030-casimir-arajol	16	Andorra;Govern;a veure;bueno;bé;clar;consell;conseller;diguem;doncs;escola;família;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-rtva-031-ramon-rossell	24	Canillo;Govern;Sant Julià;a veure;bueno;bé;clar;conseller;de fet;diguem;doncs;educació;escola;esports;família;llavors;muntanya;no?;parròquia;per tant;perquè;poble;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-rtva-032-anna-riberaygua	21	Andorra;Govern;a veure;bueno;bé;clar;comú;consell;de fet;doncs;educació;equip;escola;família;llavors;muntanya;no?;per tant;perquè;poble;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-rtva-059-carles-ensenyat	3	bé;doncs;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-rtva-060-xavier-espot-actual	2	Govern;per tant	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-rtva-061-antoni-morell	2	comunal;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-033-david-montane	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-034-antoni-marti	8	Andorra;a nivell;a veure;bé;joventut;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-035-cerni-escale	12	a nivell;bueno;bé;comú;de fet;doncs;llavors;muntanya;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-036-xavier-espot	13	Andorra;Sant Julià;a veure;bé;clar;comú;de fet;diguem;doncs;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-037-oscar-ribas	9	Andorra;a veure;bueno;bé;comú;doncs;llavors;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-038-conxita-marsol	8	Andorra;bueno;bé;doncs;família;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-039-marta-roure	13	Andorra;a nivell;a veure;bueno;bé;clar;de fet;doncs;família;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-040-guillem-forne	16	Andorra;Sant Julià;a nivell;a veure;bueno;bé;clar;conseller;de fet;diguem;doncs;no?;parròquia;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-041-guillem-areny	3	bueno;bé;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-042-andreu-gonzalez	13	Andorra;a nivell;a veure;bueno;bé;clar;de fet;doncs;llavors;muntanya;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-043-oriol-agorreta	11	a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-044-laura-casanovas	13	Andorra;Canillo;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-045-arnau-rius	13	a nivell;a veure;bueno;bé;clar;de fet;doncs;llavors;muntanya;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-046-alberto-villagrasa	9	a veure;bueno;bé;clar;comú;doncs;no?;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-047-katia-ustina	6	Andorra;bueno;bé;doncs;no?;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-048-ander-mirambell	14	Andorra;a nivell;a veure;bueno;bé;clar;comú;doncs;esports;família;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-049-joan-piquet	14	a nivell;a veure;bueno;bé;clar;de fet;diguem;doncs;llavors;no?;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-050-pau-chica	14	Andorra;a nivell;a veure;bueno;bé;clar;doncs;llavors;no?;parròquia;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-051-albert-vilaro	12	Andorra;a veure;bueno;bé;clar;diguem;doncs;no?;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-052-valenti-closa	14	a nivell;a veure;bueno;bé;clar;comú;de fet;doncs;llavors;no?;parròquia;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-053-sonia-andorrita	13	Andorra;a veure;bueno;bé;clar;comú;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-054-francesc-solana	13	Andorra;a veure;bueno;bé;clar;diguem;doncs;equip;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-055-enric-flix	12	Andorra;a veure;bueno;bé;clar;doncs;llavors;no?;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-056-arnau-fortuny	14	Andorra;a veure;bueno;bé;clar;de fet;diguem;doncs;llavors;no?;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-057-gabriel-lezkano	8	bueno;bé;clar;doncs;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-026-rosa-maria-mandico	lead-yt-058-nuria-pablos	13	Andorra;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-rtva-028-pere-besoli	22	Andorra;Govern;a veure;bueno;bé;català;clar;de fet;doncs;escola;evidentment;família;francès;història;jocs;llavors;no?;per tant;perquè;projecte;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-rtva-029-angelina-mas	21	Andorra;Govern;a veure;bueno;bé;clar;consell;de fet;doncs;escola;família;francès;història;llavors;no?;per tant;perquè;poble;projecte;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-rtva-030-casimir-arajol	15	Andorra;Govern;a veure;bueno;bé;clar;consell;doncs;escola;família;història;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-rtva-031-ramon-rossell	21	Govern;a veure;bueno;bé;català;clar;de fet;doncs;escola;evidentment;família;història;llavors;muntanya;no?;patrimoni;per tant;perquè;poble;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-rtva-032-anna-riberaygua	23	Andorra;Govern;a veure;bueno;bé;clar;consell;de fet;doncs;escola;evidentment;família;francès;història;llavors;ministres;muntanya;no?;per tant;perquè;poble;projecte;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-rtva-059-carles-ensenyat	4	bé;doncs;evidentment;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-rtva-060-xavier-espot-actual	2	Govern;per tant	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-rtva-061-antoni-morell	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-yt-033-david-montane	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-yt-034-antoni-marti	9	Andorra;a nivell;a veure;bé;català;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-yt-035-cerni-escale	13	a nivell;bueno;bé;català;de fet;doncs;evidentment;llavors;muntanya;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-yt-036-xavier-espot	10	Andorra;a veure;bé;clar;de fet;doncs;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-yt-037-oscar-ribas	9	Andorra;a veure;bueno;bé;doncs;evidentment;llavors;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-yt-038-conxita-marsol	8	Andorra;bueno;bé;doncs;família;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-027-jordi-guillamet	lead-yt-039-marta-roure	14	Andorra;a nivell;a veure;bueno;bé;català;clar;de fet;doncs;família;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
