id	candidat	forma	categoria	small	base	clip	estat
lead-rtva-031-ramon-rossell::història	lead-rtva-031-ramon-rossell	història	memòria	1	1	lead-rtva-031__38__hist-ria.wav	consens textual; pendent d'audició
lead-rtva-031-ramon-rossell::llavors	lead-rtva-031-ramon-rossell	llavors	discurs	27	16	lead-rtva-031__12__llavors.wav	consens textual; pendent d'audició
lead-rtva-031-ramon-rossell::memòria	lead-rtva-031-ramon-rossell	memòria	memòria	7	6	lead-rtva-031__46__mem-ria.wav	consens textual; pendent d'audició
lead-rtva-031-ramon-rossell::muntanya	lead-rtva-031-ramon-rossell	muntanya	territori	2	2	lead-rtva-031__44__muntanya.wav	consens textual; pendent d'audició
lead-rtva-031-ramon-rossell::no?	lead-rtva-031-ramon-rossell	no?	discurs	19	22	lead-rtva-031__13__no.wav	consens textual; pendent d'audició
lead-rtva-031-ramon-rossell::o sigui	lead-rtva-031-ramon-rossell	o sigui	discurs	2	1	lead-rtva-031__14__o-sigui.wav	consens textual; pendent d'audició
lead-rtva-031-ramon-rossell::parròquia	lead-rtva-031-ramon-rossell	parròquia	territorial	1	1	lead-rtva-031__33__parr-quia.wav	consens textual; pendent d'audició
lead-rtva-031-ramon-rossell::patrimoni	lead-rtva-031-ramon-rossell	patrimoni	cultura	1	1	lead-rtva-031__40__patrimoni.wav	consens textual; pendent d'audició
lead-rtva-031-ramon-rossell::per tant	lead-rtva-031-ramon-rossell	per tant	discurs	5	8	lead-rtva-031__15__per-tant.wav	consens textual; pendent d'audició
lead-rtva-031-ramon-rossell::perquè	lead-rtva-031-ramon-rossell	perquè	discurs	69	71	lead-rtva-031__16__perqu.wav	consens textual; pendent d'audició
lead-rtva-031-ramon-rossell::poble	lead-rtva-031-ramon-rossell	poble	societat	18	19	lead-rtva-031__42__poble.wav	consens textual; pendent d'audició
lead-rtva-031-ramon-rossell::santuari	lead-rtva-031-ramon-rossell	santuari	territorial	3	1	lead-rtva-031__34__santuari.wav	consens textual; pendent d'audició
lead-rtva-031-ramon-rossell::vull dir	lead-rtva-031-ramon-rossell	vull dir	discurs	5	3	lead-rtva-031__17__vull-dir.wav	consens textual; pendent d'audició
lead-rtva-031-ramon-rossell::és a dir	lead-rtva-031-ramon-rossell	és a dir	discurs	14	3	lead-rtva-031__18__s-a-dir.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::Andorra	lead-rtva-032-anna-riberaygua	Andorra	toponim	36	7	lead-rtva-032__47__andorra.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::Govern	lead-rtva-032-anna-riberaygua	Govern	institucions	6	6	lead-rtva-032__59__govern.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::a veure	lead-rtva-032-anna-riberaygua	a veure	discurs	1	19	lead-rtva-032__02__a-veure.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::andorrana	lead-rtva-032-anna-riberaygua	andorrana	territorial	6	3	lead-rtva-032__25__andorrana.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::aviam	lead-rtva-032-anna-riberaygua	aviam	discurs	4	3	lead-rtva-032__04__aviam.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::biblioteca	lead-rtva-032-anna-riberaygua	biblioteca	cultura	3	3	lead-rtva-032__55__biblioteca.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::bueno	lead-rtva-032-anna-riberaygua	bueno	discurs	7	3	lead-rtva-032__05__bueno.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::bé	lead-rtva-032-anna-riberaygua	bé	discurs	19	19	lead-rtva-032__06__b.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::casa	lead-rtva-032-anna-riberaygua	casa	societat	5	5	lead-rtva-032__51__casa.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::clar	lead-rtva-032-anna-riberaygua	clar	discurs	12	7	lead-rtva-032__07__clar.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::comerç	lead-rtva-032-anna-riberaygua	comerç	economia	2	1	lead-rtva-032__49__comer.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::comunitat	lead-rtva-032-anna-riberaygua	comunitat	societat	1	2	lead-rtva-032__50__comunitat.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::comú	lead-rtva-032-anna-riberaygua	comú	territorial	1	2	lead-rtva-032__29__com.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::consell	lead-rtva-032-anna-riberaygua	consell	institucions	2	3	lead-rtva-032__61__consell.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::cultura	lead-rtva-032-anna-riberaygua	cultura	cultura	6	4	lead-rtva-032__39__cultura.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::de fet	lead-rtva-032-anna-riberaygua	de fet	discurs	3	1	lead-rtva-032__08__de-fet.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::doncs	lead-rtva-032-anna-riberaygua	doncs	discurs	15	10	lead-rtva-032__10__doncs.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::educació	lead-rtva-032-anna-riberaygua	educació	societat	4	4	lead-rtva-032__36__educaci.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::equip	lead-rtva-032-anna-riberaygua	equip	esport	1	2	lead-rtva-032__81__equip.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::escola	lead-rtva-032-anna-riberaygua	escola	societat	39	37	lead-rtva-032__37__escola.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::evidentment	lead-rtva-032-anna-riberaygua	evidentment	discurs	1	2	lead-rtva-032__11__evidentment.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::família	lead-rtva-032-anna-riberaygua	família	societat	1	1	lead-rtva-032__43__fam-lia.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::francès	lead-rtva-032-anna-riberaygua	francès	contacte	3	1	lead-rtva-032__83__franc-s.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::història	lead-rtva-032-anna-riberaygua	història	memòria	4	4	lead-rtva-032__38__hist-ria.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::llavors	lead-rtva-032-anna-riberaygua	llavors	discurs	20	7	lead-rtva-032__12__llavors.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::memòria	lead-rtva-032-anna-riberaygua	memòria	memòria	19	10	lead-rtva-032__46__mem-ria.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::ministres	lead-rtva-032-anna-riberaygua	ministres	institucions	2	2	lead-rtva-032__58__ministres.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::muntanya	lead-rtva-032-anna-riberaygua	muntanya	territori	2	2	lead-rtva-032__44__muntanya.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::no?	lead-rtva-032-anna-riberaygua	no?	discurs	45	33	lead-rtva-032__13__no.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::o sigui	lead-rtva-032-anna-riberaygua	o sigui	discurs	16	12	lead-rtva-032__14__o-sigui.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::paisatge	lead-rtva-032-anna-riberaygua	paisatge	territori	2	2	lead-rtva-032__45__paisatge.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::per tant	lead-rtva-032-anna-riberaygua	per tant	discurs	9	11	lead-rtva-032__15__per-tant.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::perquè	lead-rtva-032-anna-riberaygua	perquè	discurs	73	66	lead-rtva-032__16__perqu.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::poble	lead-rtva-032-anna-riberaygua	poble	societat	3	3	lead-rtva-032__42__poble.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::projecte	lead-rtva-032-anna-riberaygua	projecte	institucions	3	3	lead-rtva-032__73__projecte.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::tradició	lead-rtva-032-anna-riberaygua	tradició	cultura	1	1	lead-rtva-032__41__tradici.wav	consens textual; pendent d'audició
lead-rtva-032-anna-riberaygua::vull dir	lead-rtva-032-anna-riberaygua	vull dir	discurs	4	2	lead-rtva-032__17__vull-dir.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::administració	lead-yt-033-david-montane	administració	institucions	3	1	lead-yt-033__44__administraci.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::clar	lead-yt-033-david-montane	clar	discurs	2	2	lead-yt-033__07__clar.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::comunitat internacional	lead-yt-033-david-montane	comunitat internacional	societat	1	1	lead-yt-033__46__comunitat-internacional.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::comuns	lead-yt-033-david-montane	comuns	territorial	3	3	lead-yt-033__28__comuns.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::despesa	lead-yt-033-david-montane	despesa	economia	5	4	lead-yt-033__61__despesa.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::deute	lead-yt-033-david-montane	deute	economia	2	1	lead-yt-033__42__deute.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::doncs	lead-yt-033-david-montane	doncs	discurs	1	1	lead-yt-033__10__doncs.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::endeutament	lead-yt-033-david-montane	endeutament	economia	3	3	lead-yt-033__63__endeutament.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::estabilitat	lead-yt-033-david-montane	estabilitat	economia	5	4	lead-yt-033__39__estabilitat.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::fiscal	lead-yt-033-david-montane	fiscal	economia	6	6	lead-yt-033__40__fiscal.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::govern	lead-yt-033-david-montane	govern	institucions	7	7	lead-yt-033__41__govern.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::grup parlamentari	lead-yt-033-david-montane	grup parlamentari	institucions	5	5	lead-yt-033__47__grup-parlamentari.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::infraestructures	lead-yt-033-david-montane	infraestructures	institucions	1	1	lead-yt-033__58__infraestructures.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::interventors	lead-yt-033-david-montane	interventors	institucions	1	1	lead-yt-033__60__interventors.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::inversió	lead-yt-033-david-montane	inversió	economia	2	2	lead-yt-033__43__inversi.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::llei	lead-yt-033-david-montane	llei	institucions	13	14	lead-yt-033__48__llei.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::sostenibilitat	lead-yt-033-david-montane	sostenibilitat	economia	4	3	lead-yt-033__38__sostenibilitat.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::tributària	lead-yt-033-david-montane	tributària	economia	2	2	lead-yt-033__62__tribut-ria.wav	consens textual; pendent d'audició
lead-yt-033-david-montane::és a dir	lead-yt-033-david-montane	és a dir	discurs	2	2	lead-yt-033__18__s-a-dir.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::Andorra	lead-yt-034-antoni-marti	Andorra	toponim	16	5	lead-yt-034__54__andorra.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::Catalunya	lead-yt-034-antoni-marti	Catalunya	toponim	5	7	lead-yt-034__52__catalunya.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::Espanya	lead-yt-034-antoni-marti	Espanya	toponim	4	3	lead-yt-034__53__espanya.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::Unió Europea	lead-yt-034-antoni-marti	Unió Europea	institucions	3	5	lead-yt-034__47__uni-europea.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::a nivell	lead-yt-034-antoni-marti	a nivell	discurs	8	11	lead-yt-034__01__a-nivell.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::a veure	lead-yt-034-antoni-marti	a veure	discurs	1	1	lead-yt-034__02__a-veure.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::aeroport	lead-yt-034-antoni-marti	aeroport	infraestructura	4	3	lead-yt-034__50__aeroport.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::bé	lead-yt-034-antoni-marti	bé	discurs	2	8	lead-yt-034__06__b.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::català	lead-yt-034-antoni-marti	català	sociolingüística	1	3	lead-yt-034__56__catal.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::comunitat internacional	lead-yt-034-antoni-marti	comunitat internacional	societat	1	2	lead-yt-034__41__comunitat-internacional.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::constitució	lead-yt-034-antoni-marti	constitució	institucions	4	5	lead-yt-034__60__constituci.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::empreses	lead-yt-034-antoni-marti	empreses	economia	2	1	lead-yt-034__58__empreses.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::evidentment	lead-yt-034-antoni-marti	evidentment	discurs	1	4	lead-yt-034__11__evidentment.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::govern	lead-yt-034-antoni-marti	govern	institucions	12	11	lead-yt-034__57__govern.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::impostos	lead-yt-034-antoni-marti	impostos	economia	3	4	lead-yt-034__39__impostos.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::joventut	lead-yt-034-antoni-marti	joventut	societat	1	1	lead-yt-034__49__joventut.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::obertura econòmica	lead-yt-034-antoni-marti	obertura econòmica	economia	6	3	lead-yt-034__37__obertura-econ-mica.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::per tant	lead-yt-034-antoni-marti	per tant	discurs	6	3	lead-yt-034__15__per-tant.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::perquè	lead-yt-034-antoni-marti	perquè	discurs	12	23	lead-yt-034__16__perqu.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::reforma	lead-yt-034-antoni-marti	reforma	institucions	1	2	lead-yt-034__66__reforma.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::sistema fiscal	lead-yt-034-antoni-marti	sistema fiscal	economia	2	4	lead-yt-034__38__sistema-fiscal.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::solvència	lead-yt-034-antoni-marti	solvència	economia	1	1	lead-yt-034__46__solv-ncia.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::terrorisme	lead-yt-034-antoni-marti	terrorisme	societat	1	2	lead-yt-034__43__terrorisme.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::transparència	lead-yt-034-antoni-marti	transparència	institucions	4	1	lead-yt-034__36__transpar-ncia.wav	consens textual; pendent d'audició
lead-yt-034-antoni-marti::és a dir	lead-yt-034-antoni-marti	és a dir	discurs	1	1	lead-yt-034__18__s-a-dir.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::Banc Mundial	lead-yt-035-cerni-escale	Banc Mundial	institucions	6	1	lead-yt-035__41__banc-mundial.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::Catalunya	lead-yt-035-cerni-escale	Catalunya	toponim	19	17	lead-yt-035__46__catalunya.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::Consell General	lead-yt-035-cerni-escale	Consell General	institucions	2	3	lead-yt-035__39__consell-general.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::Espanya	lead-yt-035-cerni-escale	Espanya	toponim	15	15	lead-yt-035__48__espanya.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::França	lead-yt-035-cerni-escale	França	toponim	11	13	lead-yt-035__47__fran-a.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::Nacions Unides	lead-yt-035-cerni-escale	Nacions Unides	institucions	5	4	lead-yt-035__42__nacions-unides.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::Sierra Leone	lead-yt-035-cerni-escale	Sierra Leone	toponim	5	2	lead-yt-035__43__sierra-leone.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::Unió Europea	lead-yt-035-cerni-escale	Unió Europea	institucions	18	8	lead-yt-035__44__uni-europea.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::a nivell	lead-yt-035-cerni-escale	a nivell	discurs	9	13	lead-yt-035__01__a-nivell.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::aigua	lead-yt-035-cerni-escale	aigua	territori	1	1	lead-yt-035__63__aigua.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::aleshores	lead-yt-035-cerni-escale	aleshores	discurs	21	6	lead-yt-035__03__aleshores.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::bueno	lead-yt-035-cerni-escale	bueno	discurs	2	1	lead-yt-035__05__bueno.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::bé	lead-yt-035-cerni-escale	bé	discurs	7	12	lead-yt-035__06__b.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::català	lead-yt-035-cerni-escale	català	sociolingüística	17	15	lead-yt-035__50__catal.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::comunals	lead-yt-035-cerni-escale	comunals	territorial	1	1	lead-yt-035__27__comunals.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::comunitat	lead-yt-035-cerni-escale	comunitat	societat	4	5	lead-yt-035__58__comunitat.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::comú	lead-yt-035-cerni-escale	comú	territorial	7	9	lead-yt-035__29__com.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::de fet	lead-yt-035-cerni-escale	de fet	discurs	4	3	lead-yt-035__08__de-fet.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::doncs	lead-yt-035-cerni-escale	doncs	discurs	23	48	lead-yt-035__10__doncs.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::eleccions	lead-yt-035-cerni-escale	eleccions	institucions	16	15	lead-yt-035__38__eleccions.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::evidentment	lead-yt-035-cerni-escale	evidentment	discurs	4	5	lead-yt-035__11__evidentment.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::formatges	lead-yt-035-cerni-escale	formatges	cultura	4	3	lead-yt-035__56__formatges.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::fronteres	lead-yt-035-cerni-escale	fronteres	territori	3	3	lead-yt-035__67__fronteres.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::immobiliari	lead-yt-035-cerni-escale	immobiliari	economia	3	2	lead-yt-035__52__immobiliari.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::llavors	lead-yt-035-cerni-escale	llavors	discurs	7	6	lead-yt-035__12__llavors.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::llengua catalana	lead-yt-035-cerni-escale	llengua catalana	sociolingüística	5	4	lead-yt-035__49__llengua-catalana.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::muntanya	lead-yt-035-cerni-escale	muntanya	territori	4	3	lead-yt-035__54__muntanya.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::no?	lead-yt-035-cerni-escale	no?	discurs	5	9	lead-yt-035__13__no.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::per tant	lead-yt-035-cerni-escale	per tant	discurs	23	19	lead-yt-035__15__per-tant.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::perquè	lead-yt-035-cerni-escale	perquè	discurs	33	39	lead-yt-035__16__perqu.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::política	lead-yt-035-cerni-escale	política	política	25	24	lead-yt-035__40__pol-tica.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::referèndum	lead-yt-035-cerni-escale	referèndum	institucions	1	1	lead-yt-035__66__refer-ndum.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::serveis	lead-yt-035-cerni-escale	serveis	institucions	1	1	lead-yt-035__69__serveis.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::territori	lead-yt-035-cerni-escale	territori	territori	2	2	lead-yt-035__62__territori.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::turistes	lead-yt-035-cerni-escale	turistes	societat	1	1	lead-yt-035__57__turistes.wav	consens textual; pendent d'audició
lead-yt-035-cerni-escale::és a dir	lead-yt-035-cerni-escale	és a dir	discurs	10	12	lead-yt-035__18__s-a-dir.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::Andorra	lead-yt-036-xavier-espot	Andorra	toponim	7	6	lead-yt-036__54__andorra.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::Demòcrates	lead-yt-036-xavier-espot	Demòcrates	política	9	5	lead-yt-036__36__dem-crates.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::França	lead-yt-036-xavier-espot	França	toponim	2	2	lead-yt-036__49__fran-a.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::Museu Nacional	lead-yt-036-xavier-espot	Museu Nacional	cultura	9	9	lead-yt-036__42__museu-nacional.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::Ordino	lead-yt-036-xavier-espot	Ordino	territorial	2	3	lead-yt-036__22__ordino.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::Sant Julià	lead-yt-036-xavier-espot	Sant Julià	territorial	9	9	lead-yt-036__23__sant-juli.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::Unió Europea	lead-yt-036-xavier-espot	Unió Europea	institucions	7	6	lead-yt-036__47__uni-europea.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::a veure	lead-yt-036-xavier-espot	a veure	discurs	5	3	lead-yt-036__02__a-veure.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::bé	lead-yt-036-xavier-espot	bé	discurs	8	8	lead-yt-036__06__b.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::ciutadans	lead-yt-036-xavier-espot	ciutadans	societat	26	25	lead-yt-036__53__ciutadans.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::clar	lead-yt-036-xavier-espot	clar	discurs	1	1	lead-yt-036__07__clar.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::comuns	lead-yt-036-xavier-espot	comuns	territorial	1	1	lead-yt-036__28__comuns.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::comú	lead-yt-036-xavier-espot	comú	territorial	1	1	lead-yt-036__29__com.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::construcció	lead-yt-036-xavier-espot	construcció	economia	9	9	lead-yt-036__63__construcci.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::creixement urbanístic	lead-yt-036-xavier-espot	creixement urbanístic	territori	7	4	lead-yt-036__41__creixement-urban-stic.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::cultura	lead-yt-036-xavier-espot	cultura	cultura	2	2	lead-yt-036__43__cultura.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::de fet	lead-yt-036-xavier-espot	de fet	discurs	1	1	lead-yt-036__08__de-fet.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::diguem	lead-yt-036-xavier-espot	diguem	discurs	5	7	lead-yt-036__09__diguem.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::doncs	lead-yt-036-xavier-espot	doncs	discurs	18	31	lead-yt-036__10__doncs.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::evidentment	lead-yt-036-xavier-espot	evidentment	discurs	10	10	lead-yt-036__11__evidentment.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::habitatge	lead-yt-036-xavier-espot	habitatge	societat	13	13	lead-yt-036__37__habitatge.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::inversions	lead-yt-036-xavier-espot	inversions	economia	4	4	lead-yt-036__52__inversions.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::justícia	lead-yt-036-xavier-espot	justícia	institucions	6	6	lead-yt-036__44__just-cia.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::lloguer	lead-yt-036-xavier-espot	lloguer	economia	5	3	lead-yt-036__39__lloguer.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::medi ambient	lead-yt-036-xavier-espot	medi ambient	territori	1	1	lead-yt-036__45__medi-ambient.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::o sigui	lead-yt-036-xavier-espot	o sigui	discurs	1	1	lead-yt-036__14__o-sigui.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::pandèmia	lead-yt-036-xavier-espot	pandèmia	societat	10	10	lead-yt-036__51__pand-mia.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::parròquia	lead-yt-036-xavier-espot	parròquia	territorial	2	2	lead-yt-036__33__parr-quia.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::per tant	lead-yt-036-xavier-espot	per tant	discurs	45	43	lead-yt-036__15__per-tant.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::perquè	lead-yt-036-xavier-espot	perquè	discurs	36	37	lead-yt-036__16__perqu.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::poder adquisitiu	lead-yt-036-xavier-espot	poder adquisitiu	economia	4	5	lead-yt-036__40__poder-adquisitiu.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::relat nacional	lead-yt-036-xavier-espot	relat nacional	cultura	2	2	lead-yt-036__68__relat-nacional.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::serveis	lead-yt-036-xavier-espot	serveis	institucions	2	2	lead-yt-036__69__serveis.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::sostenibilitat	lead-yt-036-xavier-espot	sostenibilitat	economia	3	4	lead-yt-036__64__sostenibilitat.wav	consens textual; pendent d'audició
lead-yt-036-xavier-espot::és a dir	lead-yt-036-xavier-espot	és a dir	discurs	12	10	lead-yt-036__18__s-a-dir.wav	consens textual; pendent d'audició
lead-yt-037-oscar-ribas::Andorra	lead-yt-037-oscar-ribas	Andorra	toponim	6	2	lead-yt-037__41__andorra.wav	consens textual; pendent d'audició
lead-yt-037-oscar-ribas::Cap de Govern	lead-yt-037-oscar-ribas	Cap de Govern	institucions	4	1	lead-yt-037__39__cap-de-govern.wav	consens textual; pendent d'audició
lead-yt-037-oscar-ribas::Catalunya	lead-yt-037-oscar-ribas	Catalunya	toponim	3	3	lead-yt-037__69__catalunya.wav	consens textual; pendent d'audició
lead-yt-037-oscar-ribas::França	lead-yt-037-oscar-ribas	França	toponim	1	1	lead-yt-037__70__fran-a.wav	consens textual; pendent d'audició
lead-yt-037-oscar-ribas::Suïssa	lead-yt-037-oscar-ribas	Suïssa	toponim	7	7	lead-yt-037__68__su-ssa.wav	consens textual; pendent d'audició
lead-yt-037-oscar-ribas::a veure	lead-yt-037-oscar-ribas	a veure	discurs	3	5	lead-yt-037__02__a-veure.wav	consens textual; pendent d'audició
lead-yt-037-oscar-ribas::aigua	lead-yt-037-oscar-ribas	aigua	medi ambient	3	3	lead-yt-037__49__aigua.wav	consens textual; pendent d'audició
lead-yt-037-oscar-ribas::ajuda	lead-yt-037-oscar-ribas	ajuda	societat	1	1	lead-yt-037__59__ajuda.wav	consens textual; pendent d'audició
lead-yt-037-oscar-ribas::bueno	lead-yt-037-oscar-ribas	bueno	discurs	4	2	lead-yt-037__05__bueno.wav	consens textual; pendent d'audició
lead-yt-037-oscar-ribas::bé	lead-yt-037-oscar-ribas	bé	discurs	4	9	lead-yt-037__06__b.wav	consens textual; pendent d'audició
