origen	desti	relacio	pes	formes_compartides	evidencia
pa-018	pa-062	semblança textual provisional	3	crec,diguem,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-018	pa-063	semblança textual provisional	4	a nivell,crec,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-018	pa-065	semblança textual provisional	3	a nivell,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-018	pa-066	semblança textual provisional	4	a nivell,crec,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-020	semblança textual provisional	5	a nivell,bé,clar,diguem,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-021	semblança textual provisional	5	bueno,bé,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-022	semblança textual provisional	5	bé,clar,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-023	semblança textual provisional	5	a nivell,bueno,bé,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-024	semblança textual provisional	5	a nivell,clar,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-025	semblança textual provisional	5	clar,crec,diguem,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-026	semblança textual provisional	3	a nivell,bé,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-027	semblança textual provisional	5	clar,crec,diguem,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-028	semblança textual provisional	3	bé,clar,llavors	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-030	semblança textual provisional	5	bueno,bé,crec,evidentment,llavors	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-031	semblança textual provisional	3	clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-032	semblança textual provisional	4	bueno,bé,clar,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-033	semblança textual provisional	5	bé,clar,diguem,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-034	semblança textual provisional	4	a nivell,bé,crec,diguem	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-036	semblança textual provisional	5	a nivell,bé,clar,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-037	semblança textual provisional	7	bueno,bé,clar,crec,diguem,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-038	semblança textual provisional	7	a nivell,bueno,bé,clar,crec,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-039	semblança textual provisional	4	bé,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-040	semblança textual provisional	3	crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-041	semblança textual provisional	6	bueno,bé,clar,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-045	semblança textual provisional	6	a nivell,bé,clar,evidentment,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-046	semblança textual provisional	3	bé,diguem,llavors	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-048	semblança textual provisional	4	a nivell,bé,crec,llavors	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-049	semblança textual provisional	8	bueno,bé,clar,crec,diguem,evidentment,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-051	semblança textual provisional	3	clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-052	semblança textual provisional	3	bueno,clar,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-054	semblança textual provisional	3	bueno,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-055	semblança textual provisional	3	a nivell,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-056	semblança textual provisional	6	bé,clar,crec,evidentment,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-057	semblança textual provisional	5	a nivell,bé,diguem,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-058	semblança textual provisional	3	a nivell,diguem,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-059	semblança textual provisional	5	a nivell,bueno,clar,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-060	semblança textual provisional	4	a nivell,crec,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-061	semblança textual provisional	6	a nivell,bueno,bé,crec,evidentment,llavors	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-062	semblança textual provisional	4	bueno,crec,diguem,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-063	semblança textual provisional	6	a nivell,bé,clar,crec,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-064	semblança textual provisional	4	bé,clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-065	semblança textual provisional	6	a nivell,bueno,bé,clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-019	pa-066	semblança textual provisional	7	a nivell,bueno,bé,crec,evidentment,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-021	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-022	semblança textual provisional	3	bé,clar,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-023	semblança textual provisional	3	a nivell,bé,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-024	semblança textual provisional	3	a nivell,clar,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-025	semblança textual provisional	3	clar,diguem,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-026	semblança textual provisional	3	a nivell,bé,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-027	semblança textual provisional	3	clar,diguem,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-028	semblança textual provisional	3	bé,clar,doncs	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-031	semblança textual provisional	3	clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-032	semblança textual provisional	4	bé,clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-033	semblança textual provisional	4	bé,clar,diguem,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-034	semblança textual provisional	3	a nivell,bé,diguem	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-036	semblança textual provisional	5	a nivell,bé,clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-037	semblança textual provisional	5	bé,clar,diguem,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-038	semblança textual provisional	5	a nivell,bé,clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-041	semblança textual provisional	3	bé,clar,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-045	semblança textual provisional	5	a nivell,bé,clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-046	semblança textual provisional	3	bé,diguem,doncs	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-048	semblança textual provisional	3	a nivell,bé,doncs	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-049	semblança textual provisional	4	bé,clar,diguem,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-056	semblança textual provisional	4	bé,clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-057	semblança textual provisional	4	a nivell,bé,diguem,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-058	semblança textual provisional	3	a nivell,diguem,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-059	semblança textual provisional	3	a nivell,clar,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-060	semblança textual provisional	3	a nivell,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-063	semblança textual provisional	5	a nivell,bé,clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-064	semblança textual provisional	3	bé,clar,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-065	semblança textual provisional	5	a nivell,bé,clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-020	pa-066	semblança textual provisional	3	a nivell,bé,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-022	semblança textual provisional	7	a veure,bé,crec,evidentment,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-023	semblança textual provisional	6	a veure,bueno,bé,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-024	semblança textual provisional	3	crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-025	semblança textual provisional	4	a veure,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-026	semblança textual provisional	4	a veure,bé,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-027	semblança textual provisional	4	crec,evidentment,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-030	semblança textual provisional	8	a veure,bueno,bé,crec,doncs,evidentment,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-031	semblança textual provisional	4	a veure,crec,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-032	semblança textual provisional	5	bueno,bé,doncs,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-033	semblança textual provisional	4	bé,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-034	semblança textual provisional	4	a veure,bé,crec,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-035	semblança textual provisional	4	crec,doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-036	semblança textual provisional	6	a veure,bé,doncs,evidentment,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-037	semblança textual provisional	6	bueno,bé,crec,doncs,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-038	semblança textual provisional	6	bueno,bé,crec,doncs,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-039	semblança textual provisional	4	bé,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-040	semblança textual provisional	3	crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-041	semblança textual provisional	7	a veure,bueno,bé,crec,evidentment,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-043	semblança textual provisional	3	bueno,crec,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-045	semblança textual provisional	5	a veure,bé,doncs,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-046	semblança textual provisional	3	bé,doncs,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-048	semblança textual provisional	6	a veure,bé,crec,doncs,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-049	semblança textual provisional	7	a veure,bueno,bé,crec,evidentment,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-054	semblança textual provisional	3	a veure,bueno,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-055	semblança textual provisional	4	a veure,evidentment,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-056	semblança textual provisional	7	a veure,bé,crec,doncs,evidentment,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-058	semblança textual provisional	3	perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-059	semblança textual provisional	5	bueno,evidentment,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-060	semblança textual provisional	6	a veure,crec,doncs,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-061	semblança textual provisional	6	a veure,bueno,bé,crec,evidentment,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-062	semblança textual provisional	4	bueno,crec,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-063	semblança textual provisional	6	a veure,bé,crec,doncs,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-064	semblança textual provisional	5	a veure,bé,crec,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-065	semblança textual provisional	6	bueno,bé,crec,doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-021	pa-066	semblança textual provisional	5	bueno,bé,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-023	semblança textual provisional	5	a veure,bé,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-024	semblança textual provisional	4	clar,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-025	semblança textual provisional	7	a veure,clar,crec,evidentment,o sigui,perquè,reformeta	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-026	semblança textual provisional	6	a veure,bé,o sigui,perquè,reformeta,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-027	semblança textual provisional	5	clar,crec,evidentment,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-030	semblança textual provisional	7	a veure,bé,crec,evidentment,o sigui,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-031	semblança textual provisional	4	a veure,clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-032	semblança textual provisional	4	bé,clar,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-033	semblança textual provisional	5	bé,clar,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-034	semblança textual provisional	5	a veure,bé,crec,reformeta,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-035	semblança textual provisional	3	crec,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-036	semblança textual provisional	6	a veure,bé,clar,evidentment,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-037	semblança textual provisional	5	bé,clar,crec,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-038	semblança textual provisional	7	bé,clar,crec,o sigui,perquè,reformeta,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-039	semblança textual provisional	4	bé,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-040	semblança textual provisional	3	crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-041	semblança textual provisional	7	a veure,bé,clar,crec,evidentment,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-045	semblança textual provisional	6	a veure,bé,clar,evidentment,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-048	semblança textual provisional	6	a veure,bé,crec,o sigui,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-049	semblança textual provisional	8	a veure,bé,clar,crec,evidentment,o sigui,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-051	semblança textual provisional	3	clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-055	semblança textual provisional	6	a veure,evidentment,o sigui,perquè,reformeta,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-056	semblança textual provisional	7	a veure,bé,clar,crec,evidentment,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-057	semblança textual provisional	3	bé,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-058	semblança textual provisional	3	perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-059	semblança textual provisional	5	clar,evidentment,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-060	semblança textual provisional	5	a veure,crec,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-061	semblança textual provisional	6	a veure,bé,crec,evidentment,o sigui,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-062	semblança textual provisional	4	crec,o sigui,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-063	semblança textual provisional	7	a veure,bé,clar,crec,o sigui,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-064	semblança textual provisional	7	a veure,bé,clar,crec,o sigui,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-065	semblança textual provisional	6	bé,clar,crec,o sigui,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-022	pa-066	semblança textual provisional	4	bé,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-024	semblança textual provisional	3	a nivell,de fet,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-025	semblança textual provisional	3	a veure,de fet,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-026	semblança textual provisional	5	a nivell,a veure,bé,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-027	semblança textual provisional	3	de fet,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-028	semblança textual provisional	3	bé,de fet,llavors	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-030	semblança textual provisional	6	a veure,bueno,bé,llavors,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-031	semblança textual provisional	3	a veure,de fet,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-032	semblança textual provisional	4	bueno,bé,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-033	semblança textual provisional	6	bé,de fet,llavors,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-034	semblança textual provisional	4	a nivell,a veure,bé,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-036	semblança textual provisional	5	a nivell,a veure,bé,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-037	semblança textual provisional	5	bueno,bé,llavors,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-038	semblança textual provisional	6	a nivell,bueno,bé,llavors,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-041	semblança textual provisional	5	a veure,bueno,bé,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-045	semblança textual provisional	5	a nivell,a veure,bé,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-046	semblança textual provisional	3	bé,llavors,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-048	semblança textual provisional	6	a nivell,a veure,bé,llavors,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-049	semblança textual provisional	6	a veure,bueno,bé,llavors,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-054	semblança textual provisional	4	a veure,bueno,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-055	semblança textual provisional	4	a nivell,a veure,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-056	semblança textual provisional	5	a veure,bé,llavors,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-057	semblança textual provisional	4	a nivell,bé,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-058	semblança textual provisional	4	a nivell,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-059	semblança textual provisional	5	a nivell,bueno,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-060	semblança textual provisional	7	a nivell,a veure,de fet,llavors,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-061	semblança textual provisional	6	a nivell,a veure,bueno,bé,llavors,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-062	semblança textual provisional	3	bueno,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-063	semblança textual provisional	6	a nivell,a veure,bé,llavors,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-064	semblança textual provisional	4	a veure,bé,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-065	semblança textual provisional	5	a nivell,bueno,bé,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-023	pa-066	semblança textual provisional	6	a nivell,bueno,bé,de fet,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-025	semblança textual provisional	5	clar,crec,de fet,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-027	semblança textual provisional	5	clar,crec,de fet,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-031	semblança textual provisional	4	clar,crec,de fet,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-033	semblança textual provisional	3	clar,de fet,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-036	semblança textual provisional	4	a nivell,clar,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-037	semblança textual provisional	3	clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-038	semblança textual provisional	4	a nivell,clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-039	semblança textual provisional	3	crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-040	semblança textual provisional	4	crec,de fet,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-041	semblança textual provisional	4	clar,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-045	semblança textual provisional	4	a nivell,clar,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-049	semblança textual provisional	4	clar,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-051	semblança textual provisional	3	clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-055	semblança textual provisional	3	a nivell,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-056	semblança textual provisional	4	clar,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-059	semblança textual provisional	4	a nivell,clar,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-060	semblança textual provisional	4	a nivell,crec,de fet,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-061	semblança textual provisional	3	a nivell,crec,evidentment	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-063	semblança textual provisional	4	a nivell,clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-064	semblança textual provisional	3	clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-065	semblança textual provisional	4	a nivell,clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-024	pa-066	semblança textual provisional	5	a nivell,crec,de fet,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-026	semblança textual provisional	4	a veure,o sigui,perquè,reformeta	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-027	semblança textual provisional	6	clar,crec,de fet,diguem,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-030	semblança textual provisional	5	a veure,aleshores,crec,evidentment,o sigui	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-031	semblança textual provisional	6	a veure,aleshores,clar,crec,de fet,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-032	semblança textual provisional	3	aleshores,clar,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-033	semblança textual provisional	4	clar,de fet,diguem,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-034	semblança textual provisional	4	a veure,crec,diguem,reformeta	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-036	semblança textual provisional	4	a veure,clar,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-037	semblança textual provisional	4	clar,crec,diguem,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-038	semblança textual provisional	5	clar,crec,o sigui,perquè,reformeta	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-039	semblança textual provisional	3	crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-040	semblança textual provisional	4	crec,de fet,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-041	semblança textual provisional	5	a veure,clar,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-045	semblança textual provisional	5	a veure,clar,evidentment,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-048	semblança textual provisional	3	a veure,crec,o sigui	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-049	semblança textual provisional	8	a veure,aleshores,clar,crec,diguem,evidentment,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-051	semblança textual provisional	3	clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-055	semblança textual provisional	5	a veure,evidentment,o sigui,perquè,reformeta	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-056	semblança textual provisional	6	a veure,aleshores,clar,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-057	semblança textual provisional	3	diguem,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-059	semblança textual provisional	3	clar,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-025	pa-060	semblança textual provisional	4	a veure,crec,de fet,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
